ISO,year,base_year,currency,source,ver,gdp_defl
ABW,1980,2023,USD,WEO_est,Apr2024,0.486734417664267
ABW,1981,2023,USD,WEO_est,Apr2024,0.490048302871566
ABW,1982,2023,USD,WEO_est,Apr2024,0.4933847503526
ABW,1983,2023,USD,WEO_est,Apr2024,0.496743913720472
ABW,1984,2023,USD,WEO_est,Apr2024,0.500125947634149
ABW,1985,2023,USD,WEO_est,Apr2024,0.503531007805576
ABW,1986,2023,USD,WEO_est,Apr2024,0.50695925100685
ABW,1987,2023,USD,WEO_est,Apr2024,0.510410835077435
ABW,1988,2023,USD,WEO_est,Apr2024,0.513885918931429
ABW,1989,2023,USD,WEO_est,Apr2024,0.517384662564884
ABW,1990,2023,USD,WEO_est,Apr2024,0.520907227063169
ABW,1991,2023,USD,WEO_est,Apr2024,0.524453774608386
ABW,1992,2023,USD,WEO_est,Apr2024,0.528024468486841
ABW,1993,2023,USD,WEO_est,Apr2024,0.531619473096558
ABW,1994,2023,USD,WEO_est,Apr2024,0.535238953954848
ABW,1995,2023,USD,WEO,Apr2024,0.538883077705934
ABW,1996,2023,USD,WEO,Apr2024,0.555962832011748
ABW,1997,2023,USD,WEO,Apr2024,0.576724773268535
ABW,1998,2023,USD,WEO,Apr2024,0.614569136002476
ABW,1999,2023,USD,WEO,Apr2024,0.627376222341409
ABW,2000,2023,USD,WEO,Apr2024,0.633329000983714
ABW,2001,2023,USD,WEO,Apr2024,0.615371304386449
ABW,2002,2023,USD,WEO,Apr2024,0.642867555789453
ABW,2003,2023,USD,WEO,Apr2024,0.662376614585473
ABW,2004,2023,USD,WEO,Apr2024,0.681075424072206
ABW,2005,2023,USD,WEO,Apr2024,0.715528946290192
ABW,2006,2023,USD,WEO,Apr2024,0.740534052975833
ABW,2007,2023,USD,WEO,Apr2024,0.778828999254722
ABW,2008,2023,USD,WEO,Apr2024,0.811908463258771
ABW,2009,2023,USD,WEO,Apr2024,0.825813934755914
ABW,2010,2023,USD,WEO,Apr2024,0.815774923446764
ABW,2011,2023,USD,WEO,Apr2024,0.848360167336737
ABW,2012,2023,USD,WEO,Apr2024,0.84981007005657
ABW,2013,2023,USD,WEO,Apr2024,0.832964328333343
ABW,2014,2023,USD,WEO,Apr2024,0.865943193099996
ABW,2015,2023,USD,WEO,Apr2024,0.925080882043719
ABW,2016,2023,USD,WEO,Apr2024,0.915884104246799
ABW,2017,2023,USD,WEO,Apr2024,0.886540485797897
ABW,2018,2023,USD,WEO,Apr2024,0.917443593055181
ABW,2019,2023,USD,WEO,Apr2024,0.973468566562725
ABW,2020,2023,USD,WEO,Apr2024,0.964969997735308
ABW,2021,2023,USD,WEO,Apr2024,0.916730978465837
ABW,2022,2023,USD,WEO,Apr2024,0.948154686309373
ABW,2023,2023,USD,WEO,Apr2024,1
ABW,2024,2023,USD,WEO,Apr2024,1.02228295455602
ABW,2025,2023,USD,WEO,Apr2024,1.04002127484037
ABW,2026,2023,USD,WEO,Apr2024,1.05995296701893
ABW,2027,2023,USD,WEO,Apr2024,1.08103137527542
ABW,2028,2023,USD,WEO,Apr2024,1.10248849747809
ABW,2029,2023,USD,WEO,Apr2024,1.12454121985431
AFG,1960,2023,USD,OECD,Apr2025,0.11358198
AFG,1961,2023,USD,OECD,Apr2025,0.11638572
AFG,1962,2023,USD,OECD,Apr2025,0.12038913
AFG,1963,2023,USD,OECD,Apr2025,0.12356586
AFG,1964,2023,USD,OECD,Apr2025,0.12644109
AFG,1965,2023,USD,OECD,Apr2025,0.12971001
AFG,1966,2023,USD,OECD,Apr2025,0.13295002
AFG,1967,2023,USD,OECD,Apr2025,0.13570536
AFG,1968,2023,USD,OECD,Apr2025,0.14025606
AFG,1969,2023,USD,OECD,Apr2025,0.1454114
AFG,1970,2023,USD,OECD,Apr2025,0.1460865
AFG,1971,2023,USD,OECD,Apr2025,0.15594257
AFG,1972,2023,USD,OECD,Apr2025,0.17201902
AFG,1973,2023,USD,OECD,Apr2025,0.19907516
AFG,1974,2023,USD,OECD,Apr2025,0.21904926
AFG,1975,2023,USD,OECD,Apr2025,0.24832529
AFG,1976,2023,USD,OECD,Apr2025,0.25663887
AFG,1977,2023,USD,OECD,Apr2025,0.27861189
AFG,1978,2023,USD,OECD,Apr2025,0.31874187
AFG,1979,2023,USD,OECD,Apr2025,0.36423294
AFG,1980,2023,USD,OECD,Apr2025,0.39519997
AFG,1981,2023,USD,OECD,Apr2025,0.38518206
AFG,1982,2023,USD,OECD,Apr2025,0.37591786
AFG,1983,2023,USD,OECD,Apr2025,0.37738468
AFG,1984,2023,USD,OECD,Apr2025,0.37071194
AFG,1985,2023,USD,OECD,Apr2025,0.37119136
AFG,1986,2023,USD,OECD,Apr2025,0.45219291
AFG,1987,2023,USD,OECD,Apr2025,0.52442849
AFG,1988,2023,USD,OECD,Apr2025,0.56374607
AFG,1989,2023,USD,OECD,Apr2025,0.56821604
AFG,1990,2023,USD,OECD,Apr2025,0.62312959
AFG,1991,2023,USD,OECD,Apr2025,0.64942534
AFG,1992,2023,USD,OECD,Apr2025,0.68334455
AFG,1993,2023,USD,OECD,Apr2025,0.66722344
AFG,1994,2023,USD,OECD,Apr2025,0.70102579
AFG,1995,2023,USD,OECD,Apr2025,0.78598104
AFG,1996,2023,USD,OECD,Apr2025,0.73459623
AFG,1997,2023,USD,OECD,Apr2025,0.69214529
AFG,1998,2023,USD,OECD,Apr2025,0.68073748
AFG,1999,2023,USD,OECD,Apr2025,0.69112011
AFG,2000,2023,USD,OECD,Apr2025,0.66611544
AFG,2001,2023,USD,OECD,Apr2025,0.6276061
AFG,2002,2023,USD,OECD,Apr2025,0.64842903
AFG,2003,2023,USD,OECD,Apr2025,0.72868206
AFG,2004,2023,USD,OECD,Apr2025,0.78709524
AFG,2005,2023,USD,OECD,Apr2025,0.80951255
AFG,2006,2023,USD,OECD,Apr2025,0.83589837
AFG,2007,2023,USD,OECD,Apr2025,0.8977682
AFG,2008,2023,USD,OECD,Apr2025,0.93968768
AFG,2009,2023,USD,OECD,Apr2025,0.90651274
AFG,2010,2023,USD,OECD,Apr2025,0.91594612
AFG,2011,2023,USD,OECD,Apr2025,0.97064399
AFG,2012,2023,USD,OECD,Apr2025,0.9479295
AFG,2013,2023,USD,OECD,Apr2025,0.96068495
AFG,2014,2023,USD,OECD,Apr2025,0.9606948
AFG,2015,2023,USD,OECD,Apr2025,0.86810106
AFG,2016,2023,USD,OECD,Apr2025,0.85928091
AFG,2017,2023,USD,OECD,Apr2025,0.87737197
AFG,2018,2023,USD,OECD,Apr2025,0.91416068
AFG,2019,2023,USD,OECD,Apr2025,0.89910315
AFG,2020,2023,USD,OECD,Apr2025,0.92651159
AFG,2021,2023,USD,OECD,Apr2025,0.98295204
AFG,2022,2023,USD,OECD,Apr2025,0.95413574
AFG,2023,2023,USD,OECD,Apr2025,1
AFG,2024,2023,USD,OECD,Apr2025,1.02176784
AFG,2025,2023,USD,WEO,Apr2024,1.0433796482925
AFG,2026,2023,USD,WEO,Apr2024,1.06643013928647
AFG,2027,2023,USD,WEO,Apr2024,1.0886866724001
AFG,2028,2023,USD,WEO,Apr2024,1.11241122429816
AFG,2029,2023,USD,WEO,Apr2024,1.13537442018853
AGO,1980,2023,USD,WEO,Apr2024,0.513275879199975
AGO,1981,2023,USD,WEO,Apr2024,0.502529479560151
AGO,1982,2023,USD,WEO,Apr2024,0.502529479560151
AGO,1983,2023,USD,WEO,Apr2024,0.502608021764911
AGO,1984,2023,USD,WEO,Apr2024,0.502567019793599
AGO,1985,2023,USD,WEO,Apr2024,0.5982637532508
AGO,1986,2023,USD,WEO,Apr2024,0.544347814093642
AGO,1987,2023,USD,WEO,Apr2024,0.597764009989368
AGO,1988,2023,USD,WEO,Apr2024,0.611040702115997
AGO,1989,2023,USD,WEO,Apr2024,0.710507846519781
AGO,1990,2023,USD,WEO,Apr2024,0.80999492005765
AGO,1991,2023,USD,WEO,Apr2024,0.700535294903594
AGO,1992,2023,USD,WEO,Apr2024,0.48480684783314
AGO,1993,2023,USD,WEO,Apr2024,0.317096157346264
AGO,1994,2023,USD,WEO,Apr2024,0.20892193172954
AGO,1995,2023,USD,WEO,Apr2024,0.236275583049664
AGO,1996,2023,USD,WEO,Apr2024,0.27407249979343
AGO,1997,2023,USD,WEO,Apr2024,0.300040529499974
AGO,1998,2023,USD,WEO,Apr2024,0.242941343534815
AGO,1999,2023,USD,WEO,Apr2024,0.224849310162228
AGO,2000,2023,USD,WEO,Apr2024,0.323709840208296
AGO,2001,2023,USD,WEO,Apr2024,0.304078499977896
AGO,2002,2023,USD,WEO,Apr2024,0.374135424253786
AGO,2003,2023,USD,WEO,Apr2024,0.423327990419486
AGO,2004,2023,USD,WEO,Apr2024,0.504462235733704
AGO,2005,2023,USD,WEO,Apr2024,0.688421968786559
AGO,2006,2023,USD,WEO,Apr2024,0.874390681437619
AGO,2007,2023,USD,WEO,Apr2024,0.955599219390795
AGO,2008,2023,USD,WEO,Apr2024,1.16614196216949
AGO,2009,2023,USD,WEO,Apr2024,0.918122688468967
AGO,2010,2023,USD,WEO,Apr2024,1.04360289968549
AGO,2011,2023,USD,WEO,Apr2024,1.34547785319351
AGO,2012,2023,USD,WEO,Apr2024,1.41992542370203
AGO,2013,2023,USD,WEO,Apr2024,1.44435160422409
AGO,2014,2023,USD,WEO,Apr2024,1.46862656345241
AGO,2015,2023,USD,WEO,Apr2024,1.16016364562255
AGO,2016,2023,USD,WEO,Apr2024,1.03643403126069
AGO,2017,2023,USD,WEO,Apr2024,1.25249930750812
AGO,2018,2023,USD,WEO,Apr2024,1.05421506699263
AGO,2019,2023,USD,WEO,Apr2024,0.885301181763632
AGO,2020,2023,USD,WEO,Apr2024,0.63428962504559
AGO,2021,2023,USD,WEO,Apr2024,0.821172459308706
AGO,2022,2023,USD,WEO,Apr2024,1.3075013212405
AGO,2023,2023,USD,WEO,Apr2024,1
AGO,2024,2023,USD,WEO,Apr2024,0.951730428831454
AGO,2025,2023,USD,WEO,Apr2024,0.955551116211391
AGO,2026,2023,USD,WEO,Apr2024,0.956322783164726
AGO,2027,2023,USD,WEO,Apr2024,0.980010088422096
AGO,2028,2023,USD,WEO,Apr2024,0.991054500396711
AGO,2029,2023,USD,WEO,Apr2024,1.00287424262703
AIA,1960,2023,USD,OECD,Apr2025,0.08698605
AIA,1961,2023,USD,OECD,Apr2025,0.09009641
AIA,1962,2023,USD,OECD,Apr2025,0.09352959
AIA,1963,2023,USD,OECD,Apr2025,0.09467049
AIA,1964,2023,USD,OECD,Apr2025,0.09777731
AIA,1965,2023,USD,OECD,Apr2025,0.1037188
AIA,1966,2023,USD,OECD,Apr2025,0.10912845
AIA,1967,2023,USD,OECD,Apr2025,0.11028341
AIA,1968,2023,USD,OECD,Apr2025,0.10031651
AIA,1969,2023,USD,OECD,Apr2025,0.10680579
AIA,1970,2023,USD,OECD,Apr2025,0.11739981
AIA,1971,2023,USD,OECD,Apr2025,0.12965555
AIA,1972,2023,USD,OECD,Apr2025,0.14253551
AIA,1973,2023,USD,OECD,Apr2025,0.15209718
AIA,1974,2023,USD,OECD,Apr2025,0.16876281
AIA,1975,2023,USD,OECD,Apr2025,0.20140136
AIA,1976,2023,USD,OECD,Apr2025,0.18886421
AIA,1977,2023,USD,OECD,Apr2025,0.2087634
AIA,1978,2023,USD,OECD,Apr2025,0.25667249
AIA,1979,2023,USD,OECD,Apr2025,0.3244084
AIA,1980,2023,USD,OECD,Apr2025,0.42758226
AIA,1981,2023,USD,OECD,Apr2025,0.41539677
AIA,1982,2023,USD,OECD,Apr2025,0.38995075
AIA,1983,2023,USD,OECD,Apr2025,0.35719811
AIA,1984,2023,USD,OECD,Apr2025,0.32995921
AIA,1985,2023,USD,OECD,Apr2025,0.3354332
AIA,1986,2023,USD,OECD,Apr2025,0.40028192
AIA,1987,2023,USD,OECD,Apr2025,0.4711472
AIA,1988,2023,USD,OECD,Apr2025,0.54403584
AIA,1989,2023,USD,OECD,Apr2025,0.54034436
AIA,1990,2023,USD,OECD,Apr2025,0.63684897
AIA,1991,2023,USD,OECD,Apr2025,0.67503235
AIA,1992,2023,USD,OECD,Apr2025,0.69379241
AIA,1993,2023,USD,OECD,Apr2025,0.61131416
AIA,1994,2023,USD,OECD,Apr2025,0.63469835
AIA,1995,2023,USD,OECD,Apr2025,0.67154118
AIA,1996,2023,USD,OECD,Apr2025,0.6914673
AIA,1997,2023,USD,OECD,Apr2025,0.72472015
AIA,1998,2023,USD,OECD,Apr2025,0.74241399
AIA,1999,2023,USD,OECD,Apr2025,0.73500894
AIA,2000,2023,USD,OECD,Apr2025,0.69543586
AIA,2001,2023,USD,OECD,Apr2025,0.67168036
AIA,2002,2023,USD,OECD,Apr2025,0.71452336
AIA,2003,2023,USD,OECD,Apr2025,0.79620777
AIA,2004,2023,USD,OECD,Apr2025,0.9166571
AIA,2005,2023,USD,OECD,Apr2025,0.93607318
AIA,2006,2023,USD,OECD,Apr2025,0.9740763
AIA,2007,2023,USD,OECD,Apr2025,1.0830737
AIA,2008,2023,USD,OECD,Apr2025,1.01277423
AIA,2009,2023,USD,OECD,Apr2025,0.89093951
AIA,2010,2023,USD,OECD,Apr2025,0.89489307
AIA,2011,2023,USD,OECD,Apr2025,0.94929113
AIA,2012,2023,USD,OECD,Apr2025,0.9527863
AIA,2013,2023,USD,OECD,Apr2025,0.95995556
AIA,2014,2023,USD,OECD,Apr2025,1.0241776
AIA,2015,2023,USD,OECD,Apr2025,0.95673229
AIA,2016,2023,USD,OECD,Apr2025,0.86164701
AIA,2017,2023,USD,OECD,Apr2025,0.8374002
AIA,2018,2023,USD,OECD,Apr2025,0.88410756
AIA,2019,2023,USD,OECD,Apr2025,0.86390119
AIA,2020,2023,USD,OECD,Apr2025,0.91137145
AIA,2021,2023,USD,OECD,Apr2025,0.97808703
AIA,2022,2023,USD,OECD,Apr2025,0.92428403
AIA,2023,2023,USD,OECD,Apr2025,1
AIA,2024,2023,USD,OECD,Apr2025,1.0568065
AIA,2025,2023,USD,WEO,Apr2024,1.08017061365427
AIA,2026,2023,USD,WEO,Apr2024,1.1281565382549
AIA,2027,2023,USD,WEO,Apr2024,1.17365839282722
AIA,2028,2023,USD,WEO,Apr2024,1.22499048951181
AIA,2029,2023,USD,WEO,Apr2024,1.28116514804911
ALB,1980,2023,USD,WEO,Apr2024,0.262459179261255
ALB,1981,2023,USD,WEO,Apr2024,0.284415991745597
ALB,1982,2023,USD,WEO,Apr2024,0.284708512381794
ALB,1983,2023,USD,WEO,Apr2024,0.28443180769953
ALB,1984,2023,USD,WEO,Apr2024,0.275367526415174
ALB,1985,2023,USD,WEO,Apr2024,0.285542812176132
ALB,1986,2023,USD,WEO,Apr2024,0.29907046163038
ALB,1987,2023,USD,WEO,Apr2024,0.299035034252979
ALB,1988,2023,USD,WEO,Apr2024,0.299026051652217
ALB,1989,2023,USD,WEO,Apr2024,0.29914015332999
ALB,1990,2023,USD,WEO,Apr2024,0.265639230956742
ALB,1991,2023,USD,WEO,Apr2024,0.221432472150519
ALB,1992,2023,USD,WEO,Apr2024,0.150900527413282
ALB,1993,2023,USD,WEO,Apr2024,0.238617804147947
ALB,1994,2023,USD,WEO,Apr2024,0.35247741435351
ALB,1995,2023,USD,WEO,Apr2024,0.395094881729705
ALB,1996,2023,USD,WEO,Apr2024,0.402098686920828
ALB,1997,2023,USD,WEO,Apr2024,0.318667813774947
ALB,1998,2023,USD,WEO,Apr2024,0.331831260451182
ALB,1999,2023,USD,WEO,Apr2024,0.368457777713902
ALB,2000,2023,USD,WEO,Apr2024,0.373944319257051
ALB,2001,2023,USD,WEO,Apr2024,0.389425655627636
ALB,2002,2023,USD,WEO,Apr2024,0.412356251909171
ALB,2003,2023,USD,WEO,Apr2024,0.504256487129803
ALB,2004,2023,USD,WEO,Apr2024,0.611961068854093
ALB,2005,2023,USD,WEO,Apr2024,0.649892180962827
ALB,2006,2023,USD,WEO,Apr2024,0.677991200057397
ALB,2007,2023,USD,WEO,Apr2024,0.767789762075154
ALB,2008,2023,USD,WEO,Apr2024,0.861656542778549
ALB,2009,2023,USD,WEO,Apr2024,0.77952144503707
ALB,2010,2023,USD,WEO,Apr2024,0.744979707315211
ALB,2011,2023,USD,WEO,Apr2024,0.785038222545663
ALB,2012,2023,USD,WEO,Apr2024,0.739556583624724
ALB,2013,2023,USD,WEO,Apr2024,0.759550241749567
ALB,2014,2023,USD,WEO,Apr2024,0.773281555159435
ALB,2015,2023,USD,WEO,Apr2024,0.650439437372608
ALB,2016,2023,USD,WEO,Apr2024,0.655716047201048
ALB,2017,2023,USD,WEO,Apr2024,0.695124361500525
ALB,2018,2023,USD,WEO,Apr2024,0.775983965718874
ALB,2019,2023,USD,WEO,Apr2024,0.772248938767684
ALB,2020,2023,USD,WEO,Apr2024,0.787883963930149
ALB,2021,2023,USD,WEO,Apr2024,0.856386540444585
ALB,2022,2023,USD,WEO,Apr2024,0.866735545442554
ALB,2023,2023,USD,WEO,Apr2024,1
ALB,2024,2023,USD,WEO,Apr2024,1.08477901860015
ALB,2025,2023,USD,WEO,Apr2024,1.11023915145746
ALB,2026,2023,USD,WEO,Apr2024,1.14356976923726
ALB,2027,2023,USD,WEO,Apr2024,1.17660146939529
ALB,2028,2023,USD,WEO,Apr2024,1.21127383250695
ALB,2029,2023,USD,WEO,Apr2024,1.24761841638095
AND,1980,2023,USD,WEO_est,Apr2024,0.343182555545612
AND,1981,2023,USD,WEO_est,Apr2024,0.351532059281897
AND,1982,2023,USD,WEO_est,Apr2024,0.360084703333784
AND,1983,2023,USD,WEO_est,Apr2024,0.368845430029477
AND,1984,2023,USD,WEO_est,Apr2024,0.377819301942188
AND,1985,2023,USD,WEO_est,Apr2024,0.387011504815646
AND,1986,2023,USD,WEO_est,Apr2024,0.396427350560795
AND,1987,2023,USD,WEO_est,Apr2024,0.406072280325395
AND,1988,2023,USD,WEO_est,Apr2024,0.4159518676383
AND,1989,2023,USD,WEO_est,Apr2024,0.426071821630249
AND,1990,2023,USD,WEO_est,Apr2024,0.436437990333002
AND,1991,2023,USD,WEO_est,Apr2024,0.447056364058755
AND,1992,2023,USD,WEO_est,Apr2024,0.457933078861768
AND,1993,2023,USD,WEO_est,Apr2024,0.469074420084215
AND,1994,2023,USD,WEO_est,Apr2024,0.480486825988304
AND,1995,2023,USD,WEO_est,Apr2024,0.492176891476764
AND,1996,2023,USD,WEO_est,Apr2024,0.504151371903851
AND,1997,2023,USD,WEO_est,Apr2024,0.516417186979073
AND,1998,2023,USD,WEO_est,Apr2024,0.528981424765894
AND,1999,2023,USD,WEO_est,Apr2024,0.54185134577772
AND,2000,2023,USD,WEO,Apr2024,0.555034387173543
AND,2001,2023,USD,WEO,Apr2024,0.55574550072314
AND,2002,2023,USD,WEO,Apr2024,0.604083663862084
AND,2003,2023,USD,WEO,Apr2024,0.74671098875496
AND,2004,2023,USD,WEO,Apr2024,0.846644138495074
AND,2005,2023,USD,WEO,Apr2024,0.875955621808088
AND,2006,2023,USD,WEO,Apr2024,0.914629353119307
AND,2007,2023,USD,WEO,Apr2024,1.0299012366671
AND,2008,2023,USD,WEO,Apr2024,1.12639591577877
AND,2009,2023,USD,WEO,Apr2024,1.07087600958676
AND,2010,2023,USD,WEO,Apr2024,1.0243780596123
AND,2011,2023,USD,WEO,Apr2024,1.07767485766087
AND,2012,2023,USD,WEO,Apr2024,0.997681250526865
AND,2013,2023,USD,WEO,Apr2024,1.03567852796078
AND,2014,2023,USD,WEO,Apr2024,1.03379487585384
AND,2015,2023,USD,WEO,Apr2024,0.870062003479941
AND,2016,2023,USD,WEO,Apr2024,0.870822461602627
AND,2017,2023,USD,WEO,Apr2024,0.89719677948036
AND,2018,2023,USD,WEO,Apr2024,0.949260401761061
AND,2019,2023,USD,WEO,Apr2024,0.912568295392475
AND,2020,2023,USD,WEO,Apr2024,0.939551565003811
AND,2021,2023,USD,WEO,Apr2024,0.999977274473296
AND,2022,2023,USD,WEO,Apr2024,0.926678475577026
AND,2023,2023,USD,WEO,Apr2024,1
AND,2024,2023,USD,WEO,Apr2024,1.02740051061568
AND,2025,2023,USD,WEO,Apr2024,1.04754225729102
AND,2026,2023,USD,WEO,Apr2024,1.06456116114241
AND,2027,2023,USD,WEO,Apr2024,1.08135250571708
AND,2028,2023,USD,WEO,Apr2024,1.09816024445056
AND,2029,2023,USD,WEO,Apr2024,1.11447976200197
ARE,1970,2023,USD,OECD,Apr2025,0.146086514152346
ARE,1971,2023,USD,OECD,Apr2025,0.155942569886543
ARE,1972,2023,USD,OECD,Apr2025,0.172019020067993
ARE,1973,2023,USD,OECD,Apr2025,0.199075160023985
ARE,1974,2023,USD,OECD,Apr2025,0.219049260019379
ARE,1975,2023,USD,OECD,Apr2025,0.24832529000781
ARE,1976,2023,USD,OECD,Apr2025,0.256638870009303
ARE,1977,2023,USD,OECD,Apr2025,0.278611889995125
ARE,1978,2023,USD,OECD,Apr2025,0.318741870015396
ARE,1979,2023,USD,OECD,Apr2025,0.364232939992547
ARE,1980,2023,USD,OECD,Apr2025,0.395199969985176
ARE,1981,2023,USD,OECD,Apr2025,0.385182060029671
ARE,1982,2023,USD,OECD,Apr2025,0.375917860021207
ARE,1983,2023,USD,OECD,Apr2025,0.377384679983787
ARE,1984,2023,USD,OECD,Apr2025,0.370711940135197
ARE,1985,2023,USD,OECD,Apr2025,0.371191360142874
ARE,1986,2023,USD,OECD,Apr2025,0.452192909990221
ARE,1987,2023,USD,OECD,Apr2025,0.524428490106014
ARE,1988,2023,USD,OECD,Apr2025,0.563746068680927
ARE,1989,2023,USD,OECD,Apr2025,0.568216040043252
ARE,1990,2023,USD,OECD,Apr2025,0.623129590077967
ARE,1991,2023,USD,OECD,Apr2025,0.64942534002473
ARE,1992,2023,USD,OECD,Apr2025,0.683344549999409
ARE,1993,2023,USD,OECD,Apr2025,0.667223440162475
ARE,1994,2023,USD,OECD,Apr2025,0.701025790133218
ARE,1995,2023,USD,OECD,Apr2025,0.785981040839695
ARE,1996,2023,USD,OECD,Apr2025,0.734596230461518
ARE,1997,2023,USD,OECD,Apr2025,0.692145289890064
ARE,1998,2023,USD,OECD,Apr2025,0.680737479851008
ARE,1999,2023,USD,OECD,Apr2025,0.691120110267865
ARE,2000,2023,USD,OECD,Apr2025,0.666115440178331
ARE,2001,2023,USD,OECD,Apr2025,0.62760610022566
ARE,2002,2023,USD,OECD,Apr2025,0.648429030261801
ARE,2003,2023,USD,OECD,Apr2025,0.728682060007925
ARE,2004,2023,USD,OECD,Apr2025,0.787095239962587
ARE,2005,2023,USD,OECD,Apr2025,0.80951254969127
ARE,2006,2023,USD,OECD,Apr2025,0.835898369987819
ARE,2007,2023,USD,OECD,Apr2025,0.897768200086699
ARE,2008,2023,USD,OECD,Apr2025,0.939687679871868
ARE,2009,2023,USD,OECD,Apr2025,0.90651274010178
ARE,2010,2023,USD,OECD,Apr2025,0.915946119950907
ARE,2011,2023,USD,OECD,Apr2025,0.970643989495003
ARE,2012,2023,USD,OECD,Apr2025,0.947929500207364
ARE,2013,2023,USD,OECD,Apr2025,0.960684950019622
ARE,2014,2023,USD,OECD,Apr2025,0.960694799942684
ARE,2015,2023,USD,OECD,Apr2025,0.868101059956255
ARE,2016,2023,USD,OECD,Apr2025,0.859280910082241
ARE,2017,2023,USD,OECD,Apr2025,0.877371970004178
ARE,2018,2023,USD,OECD,Apr2025,0.91416067998024
ARE,2019,2023,USD,OECD,Apr2025,0.899103150051517
ARE,2020,2023,USD,OECD,Apr2025,0.926511589950318
ARE,2021,2023,USD,OECD,Apr2025,0.982952039710972
ARE,2022,2023,USD,OECD,Apr2025,0.954135739732326
ARE,2023,2023,USD,OECD,Apr2025,1
ARE,2024,2023,USD,OECD,Apr2025,1.02176783972282
ARE,2025,2023,USD,WEO,Apr2024,1.01209773889238
ARE,2026,2023,USD,WEO,Apr2024,1.01921634322187
ARE,2027,2023,USD,WEO,Apr2024,1.03021645872351
ARE,2028,2023,USD,WEO,Apr2024,1.04427440555885
ARE,2029,2023,USD,WEO,Apr2024,1.06051127307845
ARG,1980,2023,USD,WEO,Apr2024,0.713329394074557
ARG,1981,2023,USD,WEO,Apr2024,0.614653869967192
ARG,1982,2023,USD,WEO,Apr2024,0.315142579593944
ARG,1983,2023,USD,WEO,Apr2024,0.3747703767602
ARG,1984,2023,USD,WEO,Apr2024,0.412539495078549
ARG,1985,2023,USD,WEO,Apr2024,0.334864737485022
ARG,1986,2023,USD,WEO,Apr2024,0.375817890026459
ARG,1987,2023,USD,WEO,Apr2024,0.37581013382789
ARG,1988,2023,USD,WEO,Apr2024,0.448977854995573
ARG,1989,2023,USD,WEO,Apr2024,0.309760069095529
ARG,1990,2023,USD,WEO,Apr2024,0.543100882366177
ARG,1991,2023,USD,WEO,Apr2024,0.659319437296054
ARG,1992,2023,USD,WEO,Apr2024,0.72129003717214
ARG,1993,2023,USD,WEO,Apr2024,0.701790559287951
ARG,1994,2023,USD,WEO,Apr2024,0.72182720271456
ARG,1995,2023,USD,WEO,Apr2024,0.744673309527341
ARG,1996,2023,USD,WEO,Apr2024,0.74428138491978
ARG,1997,2023,USD,WEO,Apr2024,0.740828082448997
ARG,1998,2023,USD,WEO,Apr2024,0.728195732662739
ARG,1999,2023,USD,WEO,Apr2024,0.714819635230151
ARG,2000,2023,USD,WEO,Apr2024,0.722234091150871
ARG,2001,2023,USD,WEO,Apr2024,0.714320981577386
ARG,2002,2023,USD,WEO,Apr2024,0.300086547113435
ARG,2003,2023,USD,WEO,Apr2024,0.348829760098295
ARG,2004,2023,USD,WEO,Apr2024,0.370840267231027
ARG,2005,2023,USD,WEO,Apr2024,0.411670082265861
ARG,2006,2023,USD,WEO,Apr2024,0.445289756566046
ARG,2007,2023,USD,WEO,Apr2024,0.505013635920059
ARG,2008,2023,USD,WEO,Apr2024,0.612797010249622
ARG,2009,2023,USD,WEO,Apr2024,0.599549857052167
ARG,2010,2023,USD,WEO,Apr2024,0.691007133183386
ARG,2011,2023,USD,WEO,Apr2024,0.809821618091867
ARG,2012,2023,USD,WEO,Apr2024,0.898886933311998
ARG,2013,2023,USD,WEO,Apr2024,0.925938073973851
ARG,2014,2023,USD,WEO,Apr2024,0.875469748955317
ARG,2015,2023,USD,WEO,Apr2024,0.971419133790745
ARG,2016,2023,USD,WEO,Apr2024,0.859736564976106
ARG,2017,2023,USD,WEO,Apr2024,0.966962026523089
ARG,2018,2023,USD,WEO,Apr2024,0.808765292867043
ARG,2019,2023,USD,WEO,Apr2024,0.703054079341355
ARG,2020,2023,USD,WEO,Apr2024,0.672812865101129
ARG,2021,2023,USD,WEO,Apr2024,0.768837421115783
ARG,2022,2023,USD,WEO,Apr2024,0.947892039023228
ARG,2023,2023,USD,WEO,Apr2024,1
ARG,2024,2023,USD,WEO,Apr2024,0.948914485133654
ARG,2025,2023,USD,WEO,Apr2024,0.835949268047199
ARG,2026,2023,USD,WEO,Apr2024,0.847982787492341
ARG,2027,2023,USD,WEO,Apr2024,0.867055450776144
ARG,2028,2023,USD,WEO,Apr2024,0.886359461850531
ARG,2029,2023,USD,WEO,Apr2024,0.906488035676499
ARM,1980,2023,USD,WEO_est,Apr2024,0.0061188511569609
ARM,1981,2023,USD,WEO_est,Apr2024,0.006805451623217
ARM,1982,2023,USD,WEO_est,Apr2024,0.00756909599660047
ARM,1983,2023,USD,WEO_est,Apr2024,0.00841842942653542
ARM,1984,2023,USD,WEO_est,Apr2024,0.00936306714056574
ARM,1985,2023,USD,WEO_est,Apr2024,0.0104137032974832
ARM,1986,2023,USD,WEO_est,Apr2024,0.0115822320549397
ARM,1987,2023,USD,WEO_est,Apr2024,0.0128818822221384
ARM,1988,2023,USD,WEO_est,Apr2024,0.0143273670219957
