year,country,iso3,description,source_org,destination_org,destination_org_type,amountUSD,data_source
2023,Chad,TCD,Projet d'Appui à la Citoyenneté et la délivrance des documents d’identité aux IDPs de la zone du Lac,UNHCR,Agence Nationale des Titres Securises,Governments: Local/National,173463,UNHCR partner info
2023,Ecuador,ECU,Alojamiento Temporal para Personas en Situación de Movilidad Humana,UNHCR,Agencia Adventista de Desarrollo y Recursos Asistenciales del Ecuador,NGOs: National,110032,UNHCR partner info
2023,Argentina,ARG,Apoyo para el fortalecimiento de las capacidades de respuesta a las personas en situación de movilid,UNHCR,Agencia Chilena de Cooperacion Internacional para el Desarrollo,Governments: Local/National,251633,UNHCR partner info
2023,Afghanistan,AFG,"Implementation of Community-based Protection and Solutions Programme Response (Co-PROSPER)_Refugee Programme and
Reintegration Project",UNHCR,Agency for Humanitarian and Development Assistance for Afghanistan,NGOs: National,3145631,UNHCR partner info
2023,Czech Republic,CZE,Mental health resilience trainings and psychological support for vulnerable refugees,UNHCR,Agency for Migration and Adaptation AMIGA z.s.,NGOs: National,348492,UNHCR partner info
2023,Myanmar,MMR,Kachin Emergency Response Partnership,UNHCR,Ah Yeik (Shingnip),NGOs: National,47325,UNHCR partner info
2023,Israel,ISL,Social Services and Empowerment Support for Refugees and Asylum-Seekers in Israel,UNHCR,AID ORGANIZATION FOR REFUGEES AND ASYLUM SEEKERS,NGOs: National,186479,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,Renforcement des mécanismes communautaires de prévention et réponses aux VBG au Nord Kivu,UNHCR,AIDPROFEN-Actions et Init. de dev. pour la protection de la femme et de l'enfant,NGOs: National,188000,UNHCR partner info
2023,Nigeria,NGA,"Coordination, Security, and Peaceful Co-existence and Monitoring in Akwa Ibom State.",UNHCR,Akwa Ibom State Emergency Management Agency,Governments: Local/National,49225,UNHCR partner info
2023,Syria,SYR,Access to basic health care for refugees and asylum seekers in urban areas of Al Hassakeh governorat,UNHCR,Al Birr Association Charitable and Sociable Services Organization,NGOs: National,253764,UNHCR partner info
2023,Syria,SYR,Livelihoods support to returnees and host community in Hassakeh governorate,UNHCR,Al Birr Association for Social Services in Hassakeh,NGOs: National,178598,UNHCR partner info
2023,Sudan,SDN,Health services for urban refugees in Khartoum,UNHCR,AL MANAR VOLUNTARY ORGANIZATION,NGOs: National,241978,UNHCR partner info
2023,Sudan,SDN,Provision of integrated health servicesto South SudaneseRefugees in the Kordofan states,UNHCR,AL MANAR VOLUNTARY ORGANIZATION,NGOs: National,396925,UNHCR partner info
2023,Syria,SYR,"Multi-sectoral Protection response through Community Centers for POCs in Rural Damascus, Syria",UNHCR,AL NADA DEVELOPMENT NGO,NGOs: National,694894,UNHCR partner info
2023,Lebanon,LBN,"Special Education for Children with Learning Difficulties, Intellectual Disabilities and Autism",UNHCR,Al Nahda Wal Adala,NGOs: National,98020,UNHCR partner info
2023,Syria,SYR,"Multi-sectoral Protection Assistance to Persons of Concern in Damascus and Rural Damascus, Syria",UNHCR,Al Tamayoz Development,NGOs: National,248759,UNHCR partner info
2023,Yemen,YEM,DAFI Scholarship Programme – Tertiary Education for Refugees,UNHCR,Al-Awn Foundation for Development,NGOs: National,478702,UNHCR partner info
2023,Syria,SYR,"Multi-sectoral Protection response through Community Centers for POCs in Tartous, Syria",UNHCR,AL-BATOOL FOR HUMANITARIAN SERVICES,NGOs: National,365010,UNHCR partner info
2023,Mexico,MEX,Acogida y asistencia humanitaria a personas refugiadas y solicitantes de asilo,UNHCR,"Albergue Diocesano Belen, Fui Forastero y Me Acogiste, A.C.",NGOs: National,103211,UNHCR partner info
2023,Mexico,MEX,Acogimiento temporal familias en situación de vulnerabilidad en Tijuana y NNA NA en Tuxtla y Comitán,UNHCR,Aldeas Infantiles SOS de Mexico,NGOs: National,162925,UNHCR partner info
2023,Ecuador,ECU,"Protección integral, restitución de derechos para niños, niñas, adolescentes no acompañados separado",UNHCR,Aldeas Infantiles SOS Ecuador,NGOs: National,79671,UNHCR partner info
2023,Peru,PER,"Niñas, niños y adolescentes personas refugiadas en entornos seguros de protección",UNHCR,Aldeas Infantiles SOS Perú - Asociación Nacional,NGOs: National,161889,UNHCR partner info
2023,Brazil,BRA,Provision of multi-sectoral and realocation assistance to PoCs,UNHCR,Aldeias Infantis SOS Brasil,NGOs: National,561594,UNHCR partner info
2023,Ethiopia,ETH,Livelihood and self reliance of IDPs in Tigray,UNHCR,ALIGHT,NGO: International,206903,UNHCR partner info
2023,Rwanda,RWA,Concluding 2022 PPA and ensure smooth disengagement of ALIGHT as a results of partner consolidation,UNHCR,ALIGHT,NGO: International,23747,UNHCR partner info
2023,South Sudan,SSD,"Protection, assistance and solutions to Internally Displaced Persons and Returnees in Kajokeji",UNHCR,ALIGHT,NGO: International,2440784,UNHCR partner info
2023,Sudan,SDN,Provision health and protection service for refugees and asylum seekers,UNHCR,ALIGHT,NGO: International,2220166,UNHCR partner info
2023,Sudan,SDN,"Provision of Health, Nutrition and Referral in Five Refugees camps in Kassala state",UNHCR,ALIGHT,NGO: International,1042190,UNHCR partner info
2023,Sudan,SDN,Community-based Protection in West Kordofan,UNHCR,ALIGHT,NGO: International,220401,UNHCR partner info
2023,Uganda,UGA,"Prov of Protection, Legal, CBP, SGBV and CP for Ref & Asly in Oruch, Kyaka, Rwamwanja, Nak & kyang",UNHCR,ALIGHT,NGO: International,1965926,UNHCR partner info
2023,Egypt,EGY,"Medical assistance, Self-reliance and Livelihood for POC in Cairo",UNHCR,"ALL SAINTS CATHEDRAL, EGYPT",NGOs: National,120988,UNHCR partner info
2023,Greece,GRC,Blue Refugee Centre Livelihoods Programme in North Greece,UNHCR,Allileggie Solidarity Now,NGOs: National,211864,UNHCR partner info
2023,Iraq,IRQ,"GBV Prevention, Mitigation, and Response services for refugees and displaced people in Erbil gov.",UNHCR,Al-Mesalla Organization for Human Resources Development,NGOs: National,370438,UNHCR partner info
2023,Syria,SYR,Community-Based protection and support to IDPs in Aleppo,UNHCR,AL-TA'ALOUF Association,NGOs: National,605462,UNHCR partner info
2023,Syria,SYR,Community-Based protection and support to returnees in Aleppo,UNHCR,AL-TA'ALOUF Association,NGOs: National,1589249,UNHCR partner info
2023,Mexico,MEX,"Atención y protección a mujeres víctimas de VBG refugiadas, solicitantes, en movimiento, pob. local",UNHCR,ALTERNATIVAS PACIFICAS A.C.,NGOs: National,263720,UNHCR partner info
2023,United States of America,USA,Legal assistance for asylum seekers formerly enrolled in MPP in the United States,UNHCR,American Immigration Council,NGOs: National,159000,UNHCR partner info
2023,Lebanon,LBN,"Enhancing Digital Skills and Digital Risk Awareness for Refugees, Stateless, and Host Community",UNHCR,American Near East Refugee Aid,NGO: International,100000,UNHCR partner info
2023,Lebanon,LBN,Local Civil Society Engagement on Displacement,UNHCR,AMERICAN UNIVERSITY OF BEIRUT,Other: National,83699,UNHCR partner info
2023,Nigeria,NGA,Protection Safety Nets and Self Reliance Activities for IDPs in North East Nigeria,UNHCR,American University of Nigeria,Other: National,536329,UNHCR partner info
2023,United States of America,USA,"Legal Support for Asylum Seekers Enrolled in Expedited Border Processing Policies, including the Asy",UNHCR,Americans for Immigrant Justice,NGOs: National,50000,UNHCR partner info
2023,Afghanistan,AFG,Community- Based Protection Monitoring & Emergency Response,UNHCR,ANSARI REHABILITATION ASSOCIATION FOR AFGHANISTAN,NGOs: National,451107,UNHCR partner info
2023,Syria,SYR,"Multi-Sectoral Protection Response through Community Centers for POCs in Homs, Syria",UNHCR,AOUN FOR RELIEF AND DEVELOPMENT ASSOCIATION,NGOs: National,663201,UNHCR partner info
2023,Mali,MLI,"Programme de réponse d’urgence, de mitigation des risques et prévention de la Violence Basée sur le",UNHCR,Appui Conseils aux Enfants et aux Femmes du Mali,NGOs: National,362671,UNHCR partner info
2023,Tunisia,TUN,Promoting a broadened protection and an expanded access to services for refugees and asylum seekers,UNHCR,ARAB INSTITUTE FOR HUMAN RIGHTS,NGOs: National,207530,UNHCR partner info
2023,Jordan,JOR,Access to Protection and Legal Services for UNHCR persons of concern in Jordan,UNHCR,ARAB RENAISSANCE FOR DEMOCRACY AND DEVELOPMENT - LEGAL AID,NGOs: National,1466220,UNHCR partner info
2023,Jordan,JOR,Provision of GBV Case management and prevention services in Mafraq.,UNHCR,Arab Women Organization of Jordan,NGOs: National,79554,UNHCR partner info
2023,Jordan,JOR,Provision of health services for Syrian refugees in Azraq camp,UNHCR,Arabian Medical Relief,NGOs: National,1592385,UNHCR partner info
2023,Ethiopia,ETH,Legal assistance to individuals and families of IDPs,UNHCR,Arba Minch University,Other: National,28552,UNHCR partner info
2023,France,FRA,Café d’intégration,UNHCR,Arc Essentiel,NGOs: National,2177,UNHCR partner info
2023,Italy,ITA,"Helpline, Front Desk, JumaMap and Cultural Mediation - Protection and Information services",UNHCR,ARCI Associazione di Promozione Sociale,NGOs: National,393332,UNHCR partner info
2023,Armenia,ARM,Refugee Protection and Integration,UNHCR,ARMENIAN RED CROSS SOCIETY,Red Cross: National,3351191,UNHCR partner info
2023,Global,Global,Supporting the Annual Tripartite Consultations on Resettlement (ATCR),UNHCR,"Artolution, Inc",NGOs: National,16050,UNHCR partner info
2023,Uganda,UGA,Climate Action Creative Resilience Initiative: Collaborative Public Art Initiative,UNHCR,"Artolution, Inc",NGOs: National,100467,UNHCR partner info
2023,Argentina,ARG,"Red integral de acompañamiento, asesoría y orientación a personas refugiadas y movilidad humana",UNHCR,Arzobispado de Santiago Vicaría de Pastoral Social,NGOs: National,1228854,UNHCR partner info
2023,Brazil,BRA,Multi-sector assistance to persons UNHCR serves from Venezuela,UNHCR,ASAV Servico Jesuita a Migrantes e Refugiados,NGOs: National,232378,UNHCR partner info
2023,Sudan,SDN,Prevention against cholera and Dengue Fever in Refugee Camps,UNHCR,Asmlash Grant Foundation,NGOs: National,4000,UNHCR partner info
2023,El Salvador,SLV,Familia Protectora y Niñez Empoderada,UNHCR,Asociación Aldeas Infantiles SOS de El Salvador,NGOs: National,220521,UNHCR partner info
2023,El Salvador,SLV,Paquete de servicios esenciales para personas LGBTQIA+,UNHCR,Asociacion Centro de Desarrollo Comunitario DIKE LGBT+,NGOs: National,232215,UNHCR partner info
2023,Argentina,ARG,Consultoría jurídica popular Juana Azurduy,UNHCR,Asociacion Civil Bloque de Trabajadorxs Migrantes,NGOs: National,3136,UNHCR partner info
2023,El Salvador,SLV,Promoviendo los derechos humanos de las personas LGBTIQ+ en El Salvador,UNHCR,Asociacion Comunicando y Capacitando a Mujeres Trans con VIH en El Salvador,NGOs: National,380122,UNHCR partner info
2023,Costa Rica,CRI,Espacios Seguros de Articulación para PaS con Comunidades de Acogida,UNHCR,Asociacion Cruz Roja Costarricense,Red Cross: National,46342,UNHCR partner info
2023,Honduras,HND,Movilidad Humana,UNHCR,ASOCIACION DE ORGANISMOS NO GUBERNAMENTALES,NGOs: National,59873,UNHCR partner info
2023,Algeria,DZA,Ensure access to water through water trucking and waste management using garbage trucks,UNHCR,Asociaciòn de Trabajadores y Technicos Sin Fronteras,NGO: International,750207,UNHCR partner info
2023,Guatemala,GTM,"Identificación,asistencia,atención legal y una solución duradera para personas con necesidad de prot",UNHCR,Asociacion El Refugio de la Ninez ONG,NGOs: National,3087272,UNHCR partner info
2023,El Salvador,SLV,Educacion para la igualdad,UNHCR,Asociacion Fe y Alegria,NGOs: National,82870,UNHCR partner info
2023,Honduras,HND,Pro-Defensoras Honduras,UNHCR,ASOCIACION FORO DE MUJERES POR LA VIDA,NGOs: National,141518,UNHCR partner info
2023,Honduras,HND,"Identificación, asistencia y acompañamiento a personas en flujos mixtos",UNHCR,ASOCIACIÓN HERMANAS MISIONERAS DE SAN CARLOS BORROMEO SCALABRINIANAS,NGO: International,100490,UNHCR partner info
2023,Honduras,HND,Estrategias de protección comunitaria e incidencia política frente al desplazamiento y reclutamiento,UNHCR,ASOCIACION JOVENES CONTRA LA VIOLENCIA HONDURAS,NGOs: National,150178,UNHCR partner info
2023,Spain,ESP,Kudwa Academy,UNHCR,Asociacion Kudwa,NGOs: National,3834,UNHCR partner info
2023,Guatemala,GTM,Prevención y respuesta a la VG y atención a sobrevivientes mediante acompañamiento psicosoc. y legal,UNHCR,Asociacion La Alianza,NGOs: National,110742,UNHCR partner info
2023,Guatemala,GTM,Provisión de un espacio seguro para las personas LGTBIQ+ con necesidad de Protección Internacional,UNHCR,Asociación Lambda,NGOs: National,132378,UNHCR partner info
2023,Peru,PER,"Atención, acogida y protección de personas refugiadas y migrantes en las casas de acogida Scalabrini",UNHCR,Asociacion Misioneros de San Carlos Scalabrinianos,NGOs: National,155377,UNHCR partner info
2023,Guatemala,GTM,Asistencia básica pre-hospitalaria y desarrollo de redes de promotores en salud comunitaria (PSC),UNHCR,Asociación Nacional de la Cruz Roja Guatemalteca,Red Cross: National,250000,UNHCR partner info
2023,El Salvador,SLV,Generando condiciones para la atención diferenciada ante casos de violencia de género,UNHCR,Asociacion Organizacion de Mujeres Salvadorenas por la Paz,NGOs: National,178681,UNHCR partner info
2023,Honduras,HND,Juntos Desarrollamos Nuestras Comunidades,UNHCR,Asociacion Programa Amigo de los Ninos - Children International Honduras,NGOs: National,308995,UNHCR partner info
2023,Honduras,HND,Fortaleciendo Entornos Protectores para NNAJ,UNHCR,ASOCIACION SALVEMOS LOS NINOS DE HONDURAS,NGOs: National,184837,UNHCR partner info
2023,Costa Rica,CRI,"Información, asesoría y acompañamiento en el proceso de la determinación de la condición de refugio",UNHCR,ASOCIACIÓN UNIVERSIDAD DE LA SALLE,Other: National,180583,UNHCR partner info
2023,Honduras,HND,"Fortaleciendo la solidaridad y velando por el bienestar de las personas desplazadas, en riesgo de de",UNHCR,ASOCIACIÓN VISIÓN MUNDIAL,NGO: International,324369,UNHCR partner info
2023,Romania,ROU,Self-Reliance Support to Ukraine Refugees,UNHCR,Asociatia Ateliere Fara Frontiere,NGOs: National,481141,UNHCR partner info
2023,Romania,ROU,Summer school in July-August in Medias,UNHCR,Asociatia Comunitatea Ucrainenilor din Medias,NGOs: National,4000,UNHCR partner info
2023,Romania,ROU,Assistance of refugees at the Timisoara Emergency Transit Centre and support to Ukrainian refugees,UNHCR,Asociatia Ecumenica a Bisericilor din Romania,NGOs: National,1070936,UNHCR partner info
2023,"Moldova, Republic of",MDA,Ukrainian Refugee Employment Counseling Service,UNHCR,Asociatia Obsteasca Congresul National al Ucrainenilor din Moldova,NGOs: National,339845,UNHCR partner info
2023,"Moldova, Republic of",MDA,Enhancing Moldovan society’s capacity to respond to the refugee crisis,UNHCR,Asociatia Obsteasca LAOLALTA,NGOs: National,763605,UNHCR partner info
2023,"Moldova, Republic of",MDA,Enhancing the capacities of local actors to provide integration services to Roma refugees,UNHCR,Asociatia Obsteasca Uniunea Tinerilor Romi TARNA ROM,NGOs: National,101229,UNHCR partner info
2023,Romania,ROU,Support to the economic inclusion of refugees in Romania,UNHCR,Asociatia Proiect Voiajor,NGOs: National,248175,UNHCR partner info
2023,Romania,ROU,Ukrainians in Iasi - Online platform to support the community to access to services in Iasi,UNHCR,Asociatia Ucraineni in Iasi,NGOs: National,3990,UNHCR partner info
2023,Peru,PER,Atención y Orientación Migratoria y de Salud en Trujillo,UNHCR,ASOVENTRU,NGOs: National,4125,UNHCR partner info
2023,Sudan,SDN,Provision of Protection Services for Urban Refugees in Khartoum,UNHCR,Assistant Commissioner Khartoum Office,Governments: Local/National,1162404,UNHCR partner info
2023,Nepal,NPL,Assistance to People We Serve (PWS) in Nepal,UNHCR,"ASSOC. OF MEDICAL DOCTORS OF ASIA, NEPAL",NGO: International,84862,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,PROJET MULTISECTORIEL DE PROTECTION ET D'ASSISTANCE PR LES RÉF URBAINS VILLE PROVINCE DE KINSHASA,UNHCR,"ASSOC.DEV.SOCIAL & SAUVEGARDE DE L'ENV., R.D.CONGO",NGOs: National,723862,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,"Protection, assistances et appui à l’autonomisation et recherche de solutions durables pour les PoCs",UNHCR,"ASSOC.DEV.SOCIAL & SAUVEGARDE DE L'ENV., R.D.CONGO",NGOs: National,481018,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,Amelioration d'acces aux abris et moyens de subsistance au Grand Kasai,UNHCR,"ASSOC.DEV.SOCIAL & SAUVEGARDE DE L'ENV., R.D.CONGO",NGOs: National,663615,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,Assistance multisectorielle au profit des réfugiés centrafricains SO Gbadolite,UNHCR,"ASSOC.DEV.SOCIAL & SAUVEGARDE DE L'ENV., R.D.CONGO",NGOs: National,1523119,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,Protection et asistance aux refugies sud-soudanais et IDP dans les Prov de l'Ituri et du Haut-Uele,UNHCR,"ASSOC.DEV.SOCIAL & SAUVEGARDE DE L'ENV., R.D.CONGO",NGOs: National,1336520,UNHCR partner info
2023,"Congo, Democratic Republic of",COD,Programme de bourses pour l’enseignement supérieur et universitaire en faveur des réfugiés-DAFI,UNHCR,"ASSOC.DEV.SOCIAL & SAUVEGARDE DE L'ENV., R.D.CONGO",NGOs: National,443745,UNHCR partner info
2023,Türkiye,TUR,"Protection of Persons under TP and IP, Community Outreach, and Solutions in Urban Areas",UNHCR,"ASSOC.FOR SOLIDARITY W ASYL.SEEKERS/MIGRANTS, TUR",NGOs: National,11996973,UNHCR partner info
2023,France,FRA,Soutien aux personnes vulnérables en quête de protection internationale dans les zones d’attente,UNHCR,"ASSOC.NAT.D'ASS.AUX FRONTIERES POUR ETRANGERS, FRA",NGOs: National,29211,UNHCR partner info
2023,Mozambique,MOZ,"Protection of IDPs and Host Communities in Nampula, Meconta and Rapale Districts",UNHCR,Associacao ActionAid Mozambique,NGOs: National,347383,UNHCR partner info
2023,Mozambique,MOZ,Provision of shelter materials and maintenance tools kits to PoCs,UNHCR,Associacao Caritas Diocesana de Nampula,NGOs: Local,332511,UNHCR partner info
2023,Global,Global,RLIF_ACAP,UNHCR,Associacao de Comunidade de Afegaos em Portugal (ACAP),NGOs: National,45539,UNHCR partner info
2023,Brazil,BRA,Educational support for refugees and migrants and community empowerment,UNHCR,Associacao de Mulheres Imigrantes e Refugiadas - Braziela,NGOs: National,4235,UNHCR partner info
2023,Brazil,BRA,Provision and promotion of self-reliance to indigenous community,UNHCR,ASSOCIACAO DOS INDIGENAS WARAO COROMOTO - ASIWC/DF,NGOs: National,4342,UNHCR partner info
2023,Brazil,BRA,Provision and promotion of self-reliance for haitians community,UNHCR,Associacao dos Trabalhadores Haitianos no Amazonas,NGOs: National,4512,UNHCR partner info
2023,Brazil,BRA,Language induction project,UNHCR,Associacao Educacao Sem Fronteiras,NGOs: National,49349,UNHCR partner info
2023,Brazil,BRA,Provision of Self-Reliance and Socio-economic inclusion for people we serve,UNHCR,Associacao Hermanitos,NGOs: National,133741,UNHCR partner info
2023,Mozambique,MOZ,Livelihood interventions in Maratane,UNHCR,Associacao para a Preservacao do Meio Ambiente - Livaningo,NGOs: National,230122,UNHCR partner info
2023,Brazil,BRA,Shelter Mgmt & Multi-Sector Assistance to PoC from Venezuela,UNHCR,Associacao Voluntarios Para o Servicio Internacional - BRASIL,NGOs: National,3021759,UNHCR partner info
2023,Algeria,DZA,Gestion du programme DAFI en faveurs des étudiants refugiés et demandeurs d'asile,UNHCR,Association Adwaa Rights pour la Démocratie et Droits de L'homme,NGOs: National,82158,UNHCR partner info
2023,Algeria,DZA,Les Réfugiés et demandeurs d’asile urbains en Algérie aient l’accès à l’assistance et à la protectio,UNHCR,Association Adwaa Rights pour la Démocratie et Droits de L'homme,NGOs: National,990798,UNHCR partner info
2023,"Moldova, Republic of",MDA,Preventing GBV through community engagement and providing comprehensive services to GBV survivors,UNHCR,Association Against Violence Casa Marioarei,NGOs: National,262777,UNHCR partner info
2023,Cameroon,CMR,"Self-Reliance, Economic Inclusion and Livelihoods & Well-Being and Basic Needs (CAR Refugees)",UNHCR,Association au Secours des Orphelins et autres Personnes Vulnérables,NGOs: National,115920,UNHCR partner info
2023,Cameroon,CMR,Appui au renforcement de la justice locale entre les communauté du Logone Birni Extrême-Nord du Cam,UNHCR,Association Camerounaise Pour le Développement Communautaire,NGOs: National,148765,UNHCR partner info
2023,Mauritania,MRT,"Assistance aux Réfugiés et demandeurs d'asile en milieu urbain : Mobilisat° Com, SGBV & Child Prot",UNHCR,Association des Femmes Chefs de Famille,NGOs: National,162509,UNHCR partner info
2023,Cote D'Ivoire,CIV,PROGRAMME DROIT A UNE NATIONALITE POUR TOUS,UNHCR,ASSOCIATION DES FEMMES JURISTES DE COTE D¿IVOIRE,NGOs: National,478828,UNHCR partner info
2023,Republic of Congo,COG,Projet visant l'accès inclusif aux services sociaux de base,UNHCR,Association des Professionnels en Protection de l’Enfant,NGOs: National,159238,UNHCR partner info
2023,Algeria,DZA,Programme de bourses DAFI - enseignement supérieur pour Sahrawi réfugies,UNHCR,ASSOCIATION FEMMES ACTION ET DEVELOPPEMENT-AFAD,NGOs: National,242134,UNHCR partner info
2023,Algeria,DZA,Scolarisation et suivi pédagogique des enfants Réfugiés et DA urbains en Algérie,UNHCR,ASSOCIATION FEMMES ACTION ET DEVELOPPEMENT-AFAD,NGOs: National,98880,UNHCR partner info
2023,Algeria,DZA,Promouvoir et soutenir le système éducatif dans les camps des réfugiés,UNHCR,ASSOCIATION FEMMES ACTION ET DEVELOPPEMENT-AFAD,NGOs: National,820676,UNHCR partner info
2023,North Macedonia,MKD,Social partners support authorities’ assistance to PWSNs,UNHCR,Association for action against violence and trafficking in human beings-Open Gat,NGOs: National,50732,UNHCR partner info
2023,Regional - East Asia,MULTI,"Impact of misinformation, disinformation and hate speech is mitigated",UNHCR,Association for Progressive Communications,NGO: International,27285,UNHCR partner info
2023,Iran,IRN,Provision of Psycho-Social Services to Afghan Refugees,UNHCR,ASSOCIATION FOR PROTECTION OF REFUGEE WOMEN AND CHILDREN,NGOs: National,44342,UNHCR partner info
2023,Greece,GRC,Community-based Interventions for mental health care of asylum seekers and refugees,UNHCR,Association for Regional Development and Mental Health,NGOs: National,564638,UNHCR partner info
2023,Global,Global,RLIF Association Gouna-Thiere,UNHCR,Association Gouna-Thiere,NGOs: National,45266,UNHCR partner info
2023,Mali,MLI,Third Party Monitoring,UNHCR,Association Malienne de Recherche Action pour le Developpement,NGOs: National,109541,UNHCR partner info
2023,Mali,MLI,Assistance Multisectorielle aux Réfugiés et Demandeurs d’Asile à Bamako et Faragouaran,UNHCR,Association Malienne pour la Solidarite et le Developpement,NGOs: National,541824,UNHCR partner info
2023,Mali,MLI,Scholarship Programme DAFI 2023,UNHCR,Association Malienne pour la Solidarite et le Developpement,NGOs: National,124347,UNHCR partner info
2023,Mali,MLI,"Projet de monitoring de protection, dans le Nord, le Centre et les régions frontalières du Mali_Programme multisectoriel et intégré de
Protection à Base Communautaire dans les zones d’accueil des",UNHCR,Association Malienne pour la Survie au Sahel,NGOs: National,1627194,UNHCR partner info
2023,Morocco,MAR,Programme d’insertion socio-économique des réfugiés urbains au Maroc (PISERUMA),UNHCR,ASSOCIATION MAROCAINE D'APPUI A LA PROMOTION DE LA PETITE ENTERPRISE,NGOs: National,516011,UNHCR partner info
2023,Morocco,MAR,Faciliter l’accès aux soins médicaux et à la protection sociale pour les réfugiés urbains au Maroc,UNHCR,Association Marocaine de Planification Familiale,NGOs: National,736544,UNHCR partner info
2023,Croatia,HRV,CREATING WELCOMING COMMUNITIES,UNHCR,"ASSOCIATION MI, CROATIA",NGOs: National,160762,UNHCR partner info
2023,Lebanon,LBN,Provision of community-based and non-formal education support,UNHCR,Association Nabad for development,NGOs: National,1973173,UNHCR partner info
2023,Algeria,DZA,faciliter l'accès à la formation professionnelle et au moyen de subsistance pour les réfugiés urbain,UNHCR,Association Nationale des echanges entre Jeunes,NGOs: National,45785,UNHCR partner info
2023,Algeria,DZA,Un hébergement est fourni aux réfugiés les plus vulnérables,UNHCR,ASSOCIATION NATIONALE D'INFORMATION ET DE COMMUNICATION EN MILIEU DE JEUNES,NGOs: National,224320,UNHCR partner info
2023,South Sudan,SSD,"Protection and assistance to refugees and asylum seekers in Central Equatoria State, South Sudan",UNHCR,Association Of Christian Resource Organisation Serving Sudan (Across),NGO: International,2697365,UNHCR partner info
2023,Ethiopia,ETH,Supports access to tertiary education for refugees,UNHCR,ASSOCIATION OF ETHIOPIANS EDUCATED IN GERMANY,NGOs: National,923512,UNHCR partner info
2023,Poland,POL,Ukrainian Educational Hub in Poland for Ukrainian refugees,UNHCR,Association of Innovative and Digital Education,NGOs: National,4979,UNHCR partner info
2023,Mauritania,MRT,Assistance aux réfugiés et demandeurs d'asile en milieu urbain,UNHCR,ASSOCIATION POUR LA LUTTE CONTRE LA PAUVRETE ET LE SOUS DEVELOPPEMENT,NGOs: National,902954,UNHCR partner info
2023,Chad,TCD,Projet d'assistance juridique en milieu urbain/NDJ & Bongor,UNHCR,ASSOCIATION POUR LA PROMOTION DES LIBERTESFONDAMENTALES AU TCHAD,NGOs: National,34923,UNHCR partner info
2023,Chad,TCD,Projet d'assistance Juridique aux refugies Nigerians dans la province du Lac Tchad,UNHCR,ASSOCIATION POUR LA PROMOTION DES LIBERTESFONDAMENTALES AU TCHAD,NGOs: National,53955,UNHCR partner info
2023,Burkina Faso,BFA,Évaluation de l’approche zonale intégrée basée sur la localisation et le tri-cluster du HCR au BFA,UNHCR,ASSOCIATION Sini Gnassigui,NGOs: National,50524,UNHCR partner info
2023,Ecuador,ECU,"Acompañamiento Integral a NNA, no acompañados y separados en situación de movilidad humana",UNHCR,Association Solidarity and Action,NGOs: National,139990,UNHCR partner info
2023,Romania,ROU,Summer Camp for Ukrainian refugees in view of Integration into the Romanian communities,UNHCR,Association Support for Ukrainian Community,NGOs: National,4000,UNHCR partner info
2023,Switzerland,CHE,Voyages culturels and Choeur de Coeur,UNHCR,Association Together,NGOs: National,3352,UNHCR partner info
2023,Italy,ITA,Charter of Rome for a fair and balanced representation of asylum seekers and refugees in the media,UNHCR,ASSOCIAZIONE CARTA DI ROMA,NGOs: National,16003,UNHCR partner info
2023,Italy,ITA,Leaving violence. Living safe (LVLS),UNHCR,Associazione D.i.Re - Donne in Rete contro la violenza,NGOs: National,280715,UNHCR partner info
2023,Chad,TCD,’Projet d’Assistance/Education en faveur des réfugiés et populations hôtes installés au Tchad du Sud,UNHCR,ASSOCIAZIONE DI COOPERAZIONE RURALE IN AFRICA E AMERICA LATINA,NGO: International,215254,UNHCR partner info
2023,Italy,ITA,EMMA2 - Empowering woMen victims of gender-based violence and trafficking of huMAn beings,UNHCR,Associazione Differenza Donna,NGOs: National,207314,UNHCR partner info
2023,Ethiopia,ETH,Access to justice,UNHCR,Assosa University,Other: National,42657,UNHCR partner info
2023,Jordan,JOR,Provision of Prevention and Response services to protect IDPs in Kelly,UNHCR,ATAA Humanitarian Relief Association,NGOs: National,189127,UNHCR partner info
2023,Greece,GRC,Provision of support to asylum seekers and BIP with disabilities and naturalization candidates,UNHCR,ATHENS DEVELOPMENT AND DESTINATION MANAGEMENT AGENCY,Governments: Local/National,171429,UNHCR partner info
2023,Global,Global,Country of Origin Information,UNHCR,"AUSTRIAN RED CROSS, AUSTRIA",Red Cross: National,65693,UNHCR partner info
2023,Romania,ROU,Specialized assistance and services to refugee children with mental health disorders,UNHCR,Autism Voice,NGOs: National,285589,UNHCR partner info
2023,"Moldova, Republic of",MDA,Strengthening the national child protection mechanisms,UNHCR,AVE COPIII,NGOs: National,297353,UNHCR partner info
2023,Albania,ALB,Monitoring of Human Rights at the Border,UNHCR,Avokati i Popullit,Governments: Local/National,53640,UNHCR partner info
