year,country,iso3,description,source_org,destination_org,destination_org_type,amountUSD,data_source
2024,Haiti,HTI,"GBV prevention, risk mitigation, and response mechanisms are strengthened",UNHCR,Organisation de Developpement et de Lutte contre la Pauvrete ( ODELPA),NGOs: National,91945,UNHCR partner info
2024,Morocco,MAR,National authorities ensure equal and fair access to documentation to all POCs based on their status.,UNHCR,Organisation Marocaine des Droits Humain,NGOs: National,284711,UNHCR partner info
2024,Brazil,BRA,"Indigenous forcibly displaced and stateless people have access to culturally appropriate protection, assistance and solutions
and participate in the development of differentiated policies.; Forcibly displaced and stateless people and host community
groups are actively engaged in developing community protection, assistance and solutions, including in favour of peaceful
coexistence.; Forcibly displaced and stateless people at heightened risk or with specific needs, including children, LGBTIQ+
people, persons with disabilities, elderly people, and others, have access to timely protection, assistance, and solutions.;
Forcibly displaced and stateless people have access to adequate and timely shelter assistance.; Voluntary internal relocation is
available to a higher and more diverse number of forcibly displaced and stateless people in coordination with authorities and
civil society organizations.",UNHCR,ORGANIZACAO FRATERNIDADE SEM FRONTEIRAS,NGOs: National,795459,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people have access to status determination through a strengthened asylum system in
compliance with national legislation and international instruments.",UNHCR,Organizacao Nao Governamental Humanidade Mais Que Fronteira,NGOs: National,2626,UNHCR partner info
2024,Czech Republic,CZE,"In Czechia, people in need of protection have timely and unhindered access to quality procedures for granting international
protection, including temporary protection and asylum.; In Czechia, conditions for integration of refugees are in place in all
regions",UNHCR,ORGANIZACE PRO POMOC UPRCHLIKUM,NGOs: National,269588,UNHCR partner info
2024,Dominican Republic,DOM,"Forcibly displaced people have access to decent, formal employment or self-employment",UNHCR,ORGANIZACION DE LAS NACIONES UNIDAS PARA LA AGRICULTURA Y ALIMENTACION (FAO) -DOM,Multilateral: UN,547992,UNHCR partner info
2024,Mexico,MEX,"People UNHCR serves in Mexico access the formal labour market, including through the adoption of related public policy.",UNHCR,ORGANIZACION INTERNACIONAL DEL TRABAJO,Multilateral: UN,287294,UNHCR partner info
2024,Global,Global,"Advance refugee education inclusion in national systems, and enable learning for all students, regardless of legal status,
gender or disability",UNHCR,ORGANIZACION NO GUBERNAMENTAL HIAS,NGO: International,284036,UNHCR partner info
2024,Ecuador,ECU,"Forcibly displaced people are timely identified and referred to protection services; Gender-based violence survivors have
access to specialized protection responses in a safe environment; Unaccompanied, separated or at-risk children and
adolescents have access to efficient protection responses; Inclusive community-based networks are strengthened to mitigate
protection, security and environmental risks and facilitate social cohesion; The emergency response to forcibly displaced
persons is relevant and efficient, including climate change actions, and mitigation of violence and insecurity risks; Forcibly
displaced people improve their ability to generate income in conditions of safety and dignity and are integrated into local
socioeconomic networks; An increased number of forcibly displaced people are resettled through strengthened and efficient
mechanisms",UNHCR,ORGANIZACION NO GUBERNAMENTAL HIAS,NGO: International,2468191,UNHCR partner info
2024,Argentina,ARG,"People with international protection needs have access to fair and efficient asylum/statelessness procedures, protection-oriented legal stay arrangements, migratory alternatives, complementary pathways, or resettlement according to
international and regional standards.; Quality control mechanisms, monitoring and oversight ensure access to rights and
asylum.; Refugees and asylum-seekers have access to assistance and services to cover their basic needs based on their socio-economic vulnerabilities and capacities.; Host communities and systems enable the social and economic inclusion and
participation of forcibly displaced and stateless people.",UNHCR,Organización Semillas para la Democracia,NGOs: National,387131,UNHCR partner info
2024,Poland,POL,"Access of refugees and asylum seekers to decent employment, entrepreneurship and financial inclusion is ensured by the
authorities, CSO, private sector and other key actors",UNHCR,Organizacja Centrum Wspolpracy Miedzynarodowej,NGOs: National,5746,UNHCR partner info
2024,Afghanistan,AFG,People with and for whom UNHCR works have access to efficient registration and documentation in line with global standards.,UNHCR,Organization for Social and Economic Dev,NGOs: National,223728,UNHCR partner info
2024,Afghanistan,AFG,People with and for whom UNHCR works have access to efficient registration and documentation in line with global standards.,UNHCR,Organization for Social and Economic Dev,NGOs: National,165929,UNHCR partner info
2024,Ethiopia,ETH,"PoC have access to safe settlements, adequate shelter and coordinated infrastructures services",UNHCR,Organization for Social service Health &,NGOs: National,124587,UNHCR partner info
2024,Ethiopia,ETH,"PoC have access to safe settlements, adequate shelter and coordinated infrastructures services",UNHCR,Organization for Sustainable Development,NGOs: National,200000,UNHCR partner info
2024,Haiti,HTI,"GBV prevention, risk mitigation, and response mechanisms are strengthened",UNHCR,Organization of Citizens for a New Haiti-OCNH,NGOs: National,85000,UNHCR partner info
2024,Sudan,SDN,"By 2025, mechanisms for accountability to all forcibly displaced people in Sudan will be in place and functioning. (OA7:
Community)",UNHCR,Organization of hope and care,NGOs: National,4119,UNHCR partner info
2024,Chile,CHL,Peaceful coexistence to facilitate inclusion is enhanced.,UNHCR,OTV ORGANIZACION TRANFORMANDO VIDAS,NGOs: National,11419,UNHCR partner info
2024,North Macedonia,MKD,Refugees and asylum seekers enjoy greater inclusion,UNHCR,OTVORENA PORTA - LASTRADA,NGOs: National,53505,UNHCR partner info
2024,Ethiopia,ETH,"Refugees have access to quality health and nutrition services that are Integrated into Health and other National Services/
Schemes; WASH services in PoC's hosting woredas improved, and similar to local standards and managed under auspices of
local Water Bureaus",UNHCR,OWDA,NGOs: National,1375142,UNHCR partner info
2024,Ethiopia,ETH,"Provision of GBV response for survivors and implementation of GBV risk mitigation measures across all sectors; Children of
concern are protected from violence, abuse, exploitation and discrimination and have access to child friendly procedures and
services.; AGD inclusivness, accoutnability to affected people and Gender equality is promoted; Refugees are integrated into
the national education system",UNHCR,OWS Development Fund,NGOs: National,1162828,UNHCR partner info
2024,Ethiopia,ETH,"WASH services in PoC's hosting woredas improved, and similar to local standards and managed under auspices of local Water
Bureaus",UNHCR,OXFAM,NGO: International,1130000,UNHCR partner info
2024,Chad,TCD,"Forcibly displaced and stateless persons have access to water and sanitation services, including hygiene promotion",UNHCR,OXFAM INTERMON - TCD,NGO: International,1331446,UNHCR partner info
2024,Mexico,MEX,"There is a legal framework and public policy, and international conventions are fully applied to ensure protection and solutions
for internally displaced people and stateless individuals in Mexico.",UNHCR,Oxfam México A.C.,NGOs: National,17742,UNHCR partner info
2024,Algeria,DZA,"Sahrawi refugees living in the five camps in Tindouf can access safe water, sanitation and hygiene facilities",UNHCR,OXFAM-SOLIDARITE ASBL,NGO: International,150000,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,Pabegeliu Taryba,NGOs: National,3014,UNHCR partner info
2024,Sweden,SWE,"By 2026, all beneficiaries of international protection benefit from policies and practices that facilitate inclusion and their
participation (2022, 2023 and 2024)",UNHCR,Pabegeliu Taryba,NGOs: National,6230,UNHCR partner info
2024,Pakistan,PAK,"Refugees and asylum seekers have increased access to livelihood opportunities leading to higher number of self-reliant
refugees and asylum-seekers",UNHCR,Pak Mission Society,NGOs: National,306744,UNHCR partner info
2024,Pakistan,PAK,"Refugees and asylum seekers have increased access to livelihood opportunities leading to higher number of self-reliant
refugees and asylum-seekers",UNHCR,Pakistan Poverty Alleviation Fund,NGOs: National,508680,UNHCR partner info
2024,Ecuador,ECU,"Forcibly displaced people improve their access to primary health care services, and especially to maternal and child health,
sexual and reproductive health and mental health and psychosocial support",UNHCR,PALLARES PINCAY PILAR PIEDAD,NGOs: National,11000,UNHCR partner info
2024,Uganda,UGA,"Refugee and host communities have improved short and medium-term self-reliance measures, actively participate in the local
economy through food production and income generation for self-sustenance.",UNHCR,Paluda Farmers Saving and Credit Cooperative Society Limited,NGOs: National,11972,UNHCR partner info
2024,Trinidad and Tobago,TTO,"People in need of international protection are included in national systems and access their rights to work, social protection,
education, and health.",UNHCR,Pan American Development Foundation - TTO,NGO: International,58438,UNHCR partner info
2024,Ethiopia,ETH,"PoC have access to safe settlements, adequate shelter and coordinated infrastructures services",UNHCR,PAPDA-PARTI.FOR PASTORALIST DEV. ASS.,NGOs: National,102333,UNHCR partner info
2024,Hungary,HUN,"In Hungary, refugee communities, organizations, and volunteers are empowered and their participation is enhanced through
community engagement aiming at strengthening linkage with the host community and positively impacting the public
perception of refugees.",UNHCR,PARASOLKA FOUNDATION,NGOs: National,12404,UNHCR partner info
2024,Central African Republic,CAF,"By 2027, returnees and IDPs will enjoy a voluntary, safe and dignified return and reintegration into their communities of origin",UNHCR,PARET RCA,Governments: Local/National,374575,UNHCR partner info
2024,Guatemala,GTM,"Enhanced government capacities ensure access to territory and documentation, reduce risk of refoulement and facilitate
access to services.; People under UNHCR’s mandate are meaningful actors of their own protection and solutions, creating
conditions for equal enjoyment of rights through representation in management, coordination and leadership structures.;
People under UNHCR’s mandate have access to adequate emergency shelter and safe housing.; People under UNHCR’s
mandate have access to health services.",UNHCR,Pastoral de la Movilidad Humana,NGOs: National,565506,UNHCR partner info
2024,Pakistan,PAK,"GBV risks are reduced and all survivors have adequate and timely access to quality services to effectively address root causes
of GBV; Children are protected from violence, abuse, exploitation and discrimination (in reference to baseline data) and have
access to child friendly procedures and services",UNHCR,PATHFINDER INTERNATIONAL,NGO: International,591956,UNHCR partner info
2024,Sweden,SWE,"By 2026, all asylum-seekers in the RNB countries have access to, territory, fair and efficient asylum procedures and adequate
reception conditions, which are AGD sensitive (2022, 2023 and 2024); By 2026, all beneficiaries of international protection
benefit from policies and practices that facilitate inclusion and their participation (2022, 2023 and 2024)",UNHCR,Patverums Drosa maja,NGOs: National,167476,UNHCR partner info
2024,Russia,RUS,"Forcibly displaced persons are duly admitted in the asylum procedure, are documented and enjoy adequate reception
conditions",UNHCR,PEACE AND PROGRESS,NGOs: National,498696,UNHCR partner info
2024,Kenya,KEN,"The well-being of the refugees, asylum-seekers and stateless persons is improved and the gap in basic needs is bridged,
including through enhanced use of cash-based interventions.; Forcibly displaced, stateless and their host communities in
Kenya, have improved physical and economic means to prepare, withstand recover and be protected from the impacts of
climate change.; Refugees, asylum-seekers and stateless persons have equitable access to safe water, sanitation and hygiene
facilities",UNHCR,PEACE WINDS JAPAN - KEN,NGO: International,1098481,UNHCR partner info
2024,Kenya,KEN,"The well-being of the refugees, asylum-seekers and stateless persons is improved and the gap in basic needs is bridged,
including through enhanced use of cash-based interventions.; Forcibly displaced, stateless and their host communities in
Kenya, have improved physical and economic means to prepare, withstand recover and be protected from the impacts of
climate change.; Refugees, asylum-seekers and stateless persons have equitable access to safe water, sanitation and hygiene
facilities",UNHCR,PEACE WINDS JAPAN - KEN,NGO: International,1377740,UNHCR partner info
2024,South Sudan,SSD,Forcibly displaced and stateless persons have improved access to healthcare by 2025.,UNHCR,Peace Winds Japan - PWJ,NGO: International,185000,UNHCR partner info
2024,Armenia,ARM,People with and for whom UNHCR works are supported to meet their basic needs,UNHCR,People in Need INGO,NGO: International,98117,UNHCR partner info
2024,Slovakia,SVK,"In Slovakia, persons in need of international protection have unhindered access to the territory of the country, individual
registration and documentation, and adequate reception conditions and services, including access to social assistance and
capacity to meet their basic needs, with particular attention to persons with specific needs. Effective interagency coordination
will enhance delivery of ; In Slovakia, the National Child Protection system becomes more inclusive of refugee children at
heightened risk, including Unaccompanied and Separated Children, and they all have access to child friendly procedures and
services. The national system capacity is scaled up to provide care, protection and solutions in line with the best interest of the
children under UNHCR mandate.; In Slovakia, community-based protection approaches and structures are effectively used to
strengthen refugees' empowerment and self-reliance, including through ensuring continuous and meaningful engagement and
two-way communication with all actors.; In Slovakia, national systems and local social safety nets effectively include refugees
in an Age, Gender and Diversity (AGD) sensitive manner.",UNHCR,People in Need Slovakia,NGOs: National,409545,UNHCR partner info
2024,Afghanistan,AFG,"Refugees, asylum-seekers, returnees, IDPs and the host community have access to a wide range of solutions.; By 2024, the
health status of forcibly displaced and stateless people has improved.; Refugees, asylum-seekers, and refugee returnees have
access to primary, secondary, and tertiary education.; Refugees, asylum-seekers, returnees and IDPs have access to decent
formal employment or self-employment.",UNHCR,People's Action for Change Organization,NGOs: National,984871,UNHCR partner info
2024,Pakistan,PAK,"People with and for whom UNHCR works have access to health care facilities and services leading to improvements in their
health status",UNHCR,PEOPLE'S PRIMARY HEALTHCARE INITIATIVE B,Governments: Local/National,212998,UNHCR partner info
2024,Iraq,IRQ,"Forcibly displaced and stateless persons enjoy non-discriminatory access to effective protection in Iraq, including through
identification, quality registration, and timely issuance of documentation.",UNHCR,Permanent Committee for Refugees Affair,Governments: Local/National,380473,UNHCR partner info
2024,Malaysia,MYS,"By 2025, education opportunities have expanded with sustained support, and efforts continue to include asylum-seeker and
refugee children in the national education system",UNHCR,Persatuan Jaringan Islam Global,NGOs: National,115755,UNHCR partner info
2024,Malaysia,MYS,"By 2025, children protection is enhanced through tailored individual and community-based services with increased access to
national social protection",UNHCR,PERSATUAN KEBAJIKAN SUARA,NGOs: National,50331,UNHCR partner info
2024,Malaysia,MYS,"By 2025, the risk of sexual and gender-based violence is reduced and the response to survivors is strengthened through
enhanced community-based approaches and quality, survivor-centred services; By 2025, community mobilization is
strengthened and expanded through the establishment of trained community volunteers and the expansion of outreach
centres and mobile community outreach services. This will lead to greater participation of women and young people,
reinforcing UNHCR's commitment to a multi-faceted approach to accountability to affected people; By 2025, education
opportunities have expanded with sustained support, and efforts continue to include asylum-seeker and refugee children in
the national education system",UNHCR,PERTUBUHAN KEBAJIKAN CAHAYA SURYA BAKTI,NGOs: National,112262,UNHCR partner info
2024,Croatia,HRV,"National authorities and other stakeholders improve identification, protection and empowerment of stateless people and
those at risk, ensuring progressive reduction of statelessness in Croatia.",UNHCR,PGP-CRP SISAK,NGOs: National,94910,UNHCR partner info
2024,Philippines,PHL,"By 2027, POC rights and services are (a) institutionalized in legal frameworks, budgets and policies at the national and local
levels in line with international protection standards and the principle of leaving no one behind; (b) implemented; and (c)
monitored",UNHCR,Philippine Legislators Committee on Popu,NGOs: National,42876,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,PHONEO Association,NGO: International,5123,UNHCR partner info
2024,Israel,ISL,Persons of concern have access to public primary health care and reproductive health services,UNHCR,PHYSICIANS FOR HUMAN RIGHTS,NGOs: National,149176,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.; National and local policies and programmes facilitate
socio-economic integration of forcibly displaced and stateless people.",UNHCR,PIA SOCIEDADE DOS MISSIONARIOS DE SAO CA,NGOs: National,55759,UNHCR partner info
2024,Slovenia,SVN,"In Slovenia, asylum-seekers and refugees will have access to an efficient, quality asylum procedure; the system to identify
persons with heightened protection needs and refer them to appropriate procedure and specialised assistance will be
improved",UNHCR,PIC Legal Centre Human Rights and Enviro,NGOs: National,267734,UNHCR partner info
2024,Dominican Republic,DOM,Forcibly displaced and stateless people are empowered to self-mobilize and advocate for their rights,UNHCR,Plan International - DOM,NGO: International,49900,UNHCR partner info
2024,Egypt,EGY,"Refugee children at risk receive appropriate case management and alternative care services and are gradually included into
quality national child protection systems",UNHCR,Plan International - EGY,NGO: International,140078,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,PLAN INTERNATIONAL - MWI,NGO: International,87379,UNHCR partner info
2024,Malawi,MWI,"Forcibly displaced and stateless people experience reduced cases of GBV and improved child protection.; Persons with specific
needs have access to services; Forcibly displaced and stateless people enjoy a peaceful and safe environment.; Forcibly
displaced and stateless people live in a decongested camp and have access to shelter that meets UNHCR’s minimum
standards.; Forcibly displaced people have access to livelihood opportunities and are self-reliant.; The forcibly displaced
persons have adequate information to return in a manner that upholds their security and dignity.",UNHCR,PLAN INTERNATIONAL - MWI,NGO: International,287749,UNHCR partner info
2024,Global,Global,"5.1 UNHCR Regional Bureaux, operations, and partners put the UNHCR Child Protection Policy into action to protect children
of concern and facilitate solutions in the child's best interests.",UNHCR,PLAN INTERNATIONAL - USA,NGO: International,84972,UNHCR partner info
2024,Sudan,SDN,"Incidents of sexual and gender-based violence, as well as sexual exploitation and abuse among forcibly displaced people are
reduced, prevented, and victims are supported (OA4: GBV); By 2025 80% of separated refugee children have access to national
childcare systems (OA5: Children).",UNHCR,PLAN INTERNATIONAL - USA,NGO: International,191828,UNHCR partner info
2024,Sudan,SDN,"Incidents of sexual and gender-based violence, as well as sexual exploitation and abuse among forcibly displaced people are
reduced, prevented, and victims are supported (OA4: GBV); By 2025 80% of separated refugee children have access to national
childcare systems (OA5: Children).; Peaceful co-existence and access to basic services and other essential needs improved in
areas of origin and in areas hosting IDPs/refugees (OA7: Community); Forcibly displaced and stateless people with specific
needs benefit from targeted services, including best-interest procedures (OA8: Well-being)",UNHCR,PLAN INTERNATIONAL - USA,NGO: International,831861,UNHCR partner info
2024,Cameroon,CMR,"Women and young girls and boys are protected from all forms of violence and discrimination against them in all areas of
public life. (UNSDCF); The capacities of the social protection system are built to adequately address the needs of children,
teenagers, youth, women and people left behind, with a view to reducing inequalities (UNSDCF); Communities are mobilized
to ensure gender equality and progress in the empowerment of young people, women, girls, and other vulnerable groups;
Community based approach is strengthened and effective in relevant locations; Community based approach is strengthened
and effective in relevant locations; Population in need benefit from assistance appropriate to their situation allowing them to
access basic social services of quality in an equitable and sustainable manner; Increased access of children, teenagers, youth,
especially girls, and vulnerable groups to inclusive quality education, including literacy training. (UNSDCF); Operations
coordination and partnership management are strenghten to support solutions delivery",UNHCR,PLAN INTERNATIONAL CAMEROUN,NGO: International,2361696,UNHCR partner info
2024,Global,Global,"Advance refugee education inclusion in national systems, and enable learning for all students, regardless of legal status,
gender or disability",UNHCR,PLAN INTERNATIONAL CAMEROUN,NGO: International,292994,UNHCR partner info
2024,Ethiopia,ETH,"Children of concern are protected from violence, abuse, exploitation and discrimination and have access to child friendly
procedures and services.",UNHCR,PLAN INTERNATIONAL ETHIOPIA,NGO: International,150000,UNHCR partner info
2024,Ethiopia,ETH,"Children of concern are protected from violence, abuse, exploitation and discrimination and have access to child friendly
procedures and services.; Refugees are integrated into the national education system",UNHCR,PLAN INTERNATIONAL ETHIOPIA,NGO: International,1480598,UNHCR partner info
2024,Ethiopia,ETH,Refugees are integrated into the national education system,UNHCR,PLAN INTERNATIONAL ETHIOPIA,NGO: International,1609892,UNHCR partner info
2024,Rwanda,RWA,"Prevention and response to Gender Based Violence is improved; Child Protection mechanisms are strengthened and
functioning as per standard operating procedures.",UNHCR,PLAN INTERNATIONAL RWANDA,NGO: International,256341,UNHCR partner info
2024,Togo,TGO,"BY 2026, Protection mechanisms are in place and available to Forced displaced Persons; By 2026 the socioeconomic self-reliance of Forcibly Displaced and Stateless persons is increased",UNHCR,PLAN INTERNATIONAL TOGO,NGO: International,409895,UNHCR partner info
2024,Global,Global,"Advance refugee education inclusion in national systems, and enable learning for all students, regardless of legal status,
gender or disability",UNHCR,PLANBORNEFONDEN,NGOs: National,73875,UNHCR partner info
2024,Mozambique,MOZ,"Government authorities are supported to ensure the national legal and policy framework is aligned with international
conventions and enhances inclusion into national systems.",UNHCR,PLANO DE CONTINGENCIA DO INST. NAC. GEST,Governments: Local/National,69376,UNHCR partner info
2024,Moldova,MDA,"Refugees have full access to quality gender-based violence services provided within the public system in complementarity with
other service providers, with risk mitigation mainstreamed across sectors",UNHCR,Platforma Femeilor Rome ROMNI,NGOs: National,11740,UNHCR partner info
2024,Slovakia,SVK,"In Slovakia, community-based protection approaches and structures are effectively used to strengthen refugees'
empowerment and self-reliance, including through ensuring continuous and meaningful engagement and two-way
communication with all actors.",UNHCR,Platforma rodin deti so zdravotnym znevyhodnenim,NGOs: National,126105,UNHCR partner info
2024,Tajikistan,TJK,"Asylum seekers at the border have access to territory, benefit from functional referral mechanisms and improved reception
facilities; Asylum-seekers can enjoy fair and efficient RSD procedures with the possibility of appealing negative decisions in
court; Asylum-seekers and refugees can enjoy fair adjudication with regards to their appeals and fair trial processes",UNHCR,PO - Human Being and Justice,NGOs: National,124756,UNHCR partner info
2024,Tajikistan,TJK,"Asylum seekers and stateless people are provided avenues for naturalization (for stateless people) and regularization of their
status and documentation (mandate refugees)",UNHCR,PO - Rights & Prosperity,NGOs: National,110172,UNHCR partner info
2024,Poland,POL,"Access of refugees and asylum seekers to decent employment, entrepreneurship and financial inclusion is ensured by the
authorities, CSO, private sector and other key actors",UNHCR,Pod Jednym Niebem Association,NGOs: National,4485,UNHCR partner info
2024,Poland,POL,"Refugees, asylum-seekers and stateless persons are actively engaged in decisions that impact their lives and are supported in
accessing empowerment opportunities that increase their resilience and those with specific needs have improved access to
specialized services that improve social inclusion.",UNHCR,Polskie Forum Migracyjne,NGOs: National,3638248,UNHCR partner info
2024,Global,Global,"The asylum procedure is fair, efficient and accessible, and ensures that all individuals in need of international protection,
including those with specific needs, are identified in a timely and systematic manner and that protection measures are in line
with international standards.; Existing legal and institutional framework, reception and integration structures and programmes
are scaled up and improved",UNHCR,PORTUGUESE REFUGEE COUNCIL,NGOs: National,396570,UNHCR partner info
2024,Greece,GRC,"The risks of GBV (including SEA and trafficking) are reduced for all PoC, all survivors have adequate and timely access to
quality services, and GBV prevention programming effectively addresses root causes of GBV; Children of concern are included
in national child protection systems and have access to child friendly procedures and services",UNHCR,"PRAKSIS (PROGRAMS OF DEVELOPMENT, SOCIA",NGOs: National,717081,UNHCR partner info
2024,Serbia,SRB,"Refugees, asylum seekers, IDPs and persons at risk of statelessness have improved access to territory, registration, personal
documents, and services",UNHCR,PRAXIS,NGOs: National,162095,UNHCR partner info
2024,Lebanon,LBN,PoCs have enhanced well-being and protected space through improved access to dignified living conditions,UNHCR,Première Urgence - Aide Medicale Internationale,NGO: International,300000,UNHCR partner info
2024,Syria,SYR,"By 2025, identified affected people have enhanced access to effective civil documentation; By 2025, children UNHCR serves
have access to enhanced child protection systems, procedures, and services; By 2025, community groups and outreach
volunteers are empowered, and community participation is enhanced; By 2025, people in need have access to more
sustainable shelter solutions and UNHCR's capacity for emergency response is maintained; By 2025, access to quality primary,
secondary, and tertiary education for all affected people is enhanced; By 2025, affected communities have improved access to
clean water and satisfactory sanitation/hygiene; By 2025, identified vulnerable people have access to sustainable livelihood
opportunities and services",UNHCR,Premiere Urgence Internationale SYR,NGO: International,5473503,UNHCR partner info
2024,Türkiye,TUR,"People seeking international protection are registered and documented in an efficient, timely, and quality manner.",UNHCR,Presidency of Migration Management,Governments: Local/National,1396084,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,Prison Fellowship Rwanda,NGOs: National,11291,UNHCR partner info
2024,Rwanda,RWA,"Refugees, asylum seekers and stateless populations have access to registration and documentation; Refugees and asylum
seekers have access to tailored support services; Community Engagement and Women’s Empowerment are improved and
supported; Refugees and stateless populations enjoy integration opportunities",UNHCR,Prison Fellowship Rwanda,NGOs: National,683493,UNHCR partner info
2024,Czech Republic,CZE,"In Czechia, effective protection and targeted assistance are available for individuals at heightened risk, especially for victims of
labour and sexual exploitation.",UNHCR,"proFem - center for victims of domestic and sexual violence, o.p.s.",NGOs: National,130327,UNHCR partner info
2024,Mexico,MEX,"Institutional and operational capacity strengthened to have adequate preparedness plans, identify people in need of
international protection and refer to appropriate referral pathways.; Refoulement is effectively prevented, legal reform
ensures immigration detention is used as last resource, children are no longer detained and adult asylum-seekers benefit from
alternatives to detention.; People with specific needs are supported, through adequate and timely identification as well as
effective and specialized response.; People UNHCR serves have access to information, comprehensive assistance (including
through more sustainable shelter options) and case management.; People UNHCR serves in Mexico access the formal labour
market, including through the adoption of related public policy.; Asylum-seekers and refugees with serious protection risks
have access to internal relocation for local integration in Mexico or are resettled to third countries where they can benefit
from protection and a durable solution.; People UNHCR serves in Mexico have access to public and private services including
health, education, social security, housing, and financial services.; Naturalization and family reunification are accessible for
people UNHCR serves based on their interest and eligibility.; People UNHCR serves manage to integrate socially and culturally
into the host community, and host community is receptive of the people UNHCR serves.",UNHCR,PROGRAMA CASA REFUGIADOS AC,NGOs: National,1150128,UNHCR partner info
2024,Italy,ITA,"1.3 Refugees, asylum-seekers and stateless persons enjoy an effective and efficient policy and legal framework, in line with
international standards and processes, and persons of concern are positively perceived and supported by host communities;
2.2 Refugees and stateless persons are supported to secure durable legal status in Italy, through naturalization, residency
documentation, economic inclusion and self-reliance and inclusion in national social protection and education systems and
services.",UNHCR,Programma Integra soc coop,NGOs: National,177894,UNHCR partner info
2024,Togo,TGO,"BY 2026, Protection mechanisms are in place and available to Forced displaced Persons",UNHCR,"PROGRAMME D'URGENCE DE RENFORCEMENT DE LA RESILIENCE ET DE LA SECURITE DES
COMMUNAUTES (PURS)",Governments: Local/National,154095,UNHCR partner info
2024,Niger,NER,"By 2025, systems and mechanisms in place support asylum-seekers' access to territory and the systematic registration and
documentation of people of concern to UNHCR; By 2025, strategic commitments and advocacy can be maintained and
continued.",UNHCR,Proj.CONVENTION UNHCR-MAH/GC,Governments: Local/National,721118,UNHCR partner info
2024,Poland,POL,"Refugees, asylum-seekers and stateless persons are actively engaged in decisions that impact their lives and are supported in
accessing empowerment opportunities that increase their resilience and those with specific needs have improved access to
specialized services that improve social inclusion.",UNHCR,Projektanci Biznesu,NGOs: National,8891,UNHCR partner info
2024,Czech Republic,CZE,"In Czechia, refugee communities, organizations, and volunteers are empowered, and participation is enhanced; community
engagement and integration are supported aiming at strengthening linkages with the host community.",UNHCR,ProUA z.s.,NGOs: National,11975,UNHCR partner info
2024,Ecuador,ECU,"Inclusive community-based networks are strengthened to mitigate protection, security and environmental risks and facilitate
social cohesion",UNHCR,PROYECTO FEPP ACNUR,NGOs: National,85000,UNHCR partner info
2024,Mexico,MEX,"People UNHCR serves manage to integrate socially and culturally into the host community, and host community is receptive of
the people UNHCR serves.",UNHCR,PROYECTO SALESIANO TIJUANA AC,NGOs: National,75413,UNHCR partner info
2024,Argentina,ARG,"Host communities and systems enable the social and economic inclusion and participation of forcibly displaced and stateless
people.",UNHCR,PSICOVEN,NGOs: National,9478,UNHCR partner info
2024,Cameroon,CMR,"Forced displaced persons to UNHCR have access to asylum, registration and an identity document issued by the Government.;
Community based approach is strengthened and effective in relevant locations; Population in need benefit from assistance
appropriate to their situation allowing them to access basic social services of quality in an equitable and sustainable manner;
Population have access to housing appropriate to their displacement situation, within a framework that meets national
standards including land use planning; People we work for and with, as well as the host populations, have access to adequate
hygiene, sanitation services, drinking water in quality and quantity; Refugees and IDPs are able to return and reintegrate
socially and economically (GCR Outcome 4.2); Operations coordination and partnership management are strenghten to
support solutions delivery",UNHCR,PUBLIC CONCERN MAROUA,NGOs: National,2034247,UNHCR partner info
2024,Tajikistan,TJK,"Asylum seekers and stateless people are provided avenues for naturalization (for stateless people) and regularization of their
status and documentation (mandate refugees)",UNHCR,Public Organization - Chashma,NGOs: National,73295,UNHCR partner info
2024,Ukraine,UKR,"Forcibly displaced and stateless persons are consistently consulted and participate in local-level decision making and the
response",UNHCR,"Public Organization ""NORMA VITA""",NGOs: National,8916,UNHCR partner info
2024,Georgia,GEO,"All persons of concern are included in relevant State social services, including at municipal level, and are supported as needed
by complementary CBI assistance for the most vulnerable",UNHCR,Public Organization AMRA-2014,NGOs: National,208912,UNHCR partner info
2024,Somalia,SOM,"Camp Coordination and Camp Management (CCCM), leadership, partnership and community mobilisation enhanced",UNHCR,Puntland Youth and Social Development Or,NGOs: National,100914,UNHCR partner info
2024,Kenya,KEN,"Refugees, asylum-seekers and stateless persons have equitable access to safe water, sanitation and hygiene facilities",UNHCR,QATAR CHARITY,NGO: International,101710,UNHCR partner info
