year,destination_org,country,activity_description,amountUSD,destination_org_type,source_org,data_source
2022,ALGERIAN RED CRESCENTCROISSANT,Algeria,School meal activities,73398.52,Red Cross: National,WFP,WFP FLA data
2022,CISP,Algeria,School meal activities,70455.41,NGOs: International,WFP,WFP FLA data
2022,CISP,Algeria,Unconditional resource transfers to support access to food,67506.56,NGOs: International,WFP,WFP FLA data
2022,TRIANGLE GENERATION HUMANITAIRE,Algeria,Unconditional resource transfers to support access to food,71651.78,NGOs: International,WFP,WFP FLA data
2022,JOINT AID MANAGEMENT,Angola,Unconditional resource,86030,NGOs: National,WFP,WFP FLA data
2022,JOINT AID MANAGEMENT,Angola,Nutrition treatment,79812.46,NGOs: National,WFP,WFP FLA data
2022,WORLD VISION INTERNATIONAL ANGOLA,Angola,Unconditional resource transfers to support access to food,106210.48,NGOs: International,WFP,WFP FLA data
2022,New Society Institute NGO of Democr,Armenia,School meal activities,147160.96,Unknown,WFP,WFP FLA data
2022,SOCIAL AND INDUSTRIAL,Armenia,School meal activities,357468,NGOs: International,WFP,WFP FLA data
2022,ACTION CONTRE LA FAIM,Bangladesh,Unconditional resource transfers to support access to food,120500.5,NGOs: International,WFP,WFP FLA data
2022,BRAC,Bangladesh,Institutional capacity strengthening activities,31462.48,NGOs: National,WFP,WFP FLA data
2022,CENTER FOR NATURAL RESOURCE STUDIES,Bangladesh,Service provision and platforms activities,446561.3,NGOs: National,WFP,WFP FLA data
2022,Dhaka Ahsania Mission,Bangladesh,Institutional capacity strengthening activities,22820.61,NGOs: National,WFP,WFP FLA data
2022,Eco-Social Development Organization,Bangladesh,Institutional capacity strengthening activities,189012.83,NGOs: National,WFP,WFP FLA data
2022,Eco-Social Development Organization,Bangladesh,Unconditional resource transfers to support access to food,33456.43,NGOs: National,WFP,WFP FLA data
2022,EUGLENA CO LTD,Bangladesh,Unconditional resource transfers to support access to food,397393.63,Private Organisations: International,WFP,WFP FLA data
2022,Friends in VillageDevelopment Bangl,Bangladesh,Unconditional resource transfers to support access to food,43738.5,NGOs: National,WFP,WFP FLA data
2022,GONOSHASTHAYA KENDRA,Bangladesh,Unconditional resource transfers to support access to food,21899.72,NGOs: National,WFP,WFP FLA data
2022,GOOD NEIGHBORS  BANGLADESH,Bangladesh,Institutional capacity strengthening activities,74094.25,NGOs: International,WFP,WFP FLA data
2022,GRAM UNNAYON SANGATHON,Bangladesh,Unconditional resource transfers to support access to food,37278.42,NGOs: Local,WFP,WFP FLA data
2022,Helen Keller International,Bangladesh,Institutional capacity strengthening activities,54857.14,NGOs: International,WFP,WFP FLA data
2022,HELPAGE INTERNATIONAL (HAI) BANGLAD,Bangladesh,Unconditional resource transfers to support access to food,591531.61,NGOs: International,WFP,WFP FLA data
2022,HELVETAS Swiss Intercooperation,Bangladesh,Service provision and platforms activities,673528.75,NGOs: International,WFP,WFP FLA data
2022,N Z EKATA MOHILA SAMITI,Bangladesh,Unconditional resource transfers to support access to food,79146.85,NGOs: Local,WFP,WFP FLA data
2022,National Development Programme,Bangladesh,Institutional capacity strengthening activities,359774.5,NGOs: National,WFP,WFP FLA data
2022,OXFAM GB,Bangladesh,Institutional capacity strengthening activities,157513.31,NGOs: International,WFP,WFP FLA data
2022,Rangpur Dinajpur Rural Service (RDR,Bangladesh,Institutional capacity strengthening activities,40172.45,NGOs: Local,WFP,WFP FLA data
2022,Resource Integration Centre,Bangladesh,Institutional capacity strengthening activities,157676.64,NGOs: National,WFP,WFP FLA data
2022,Sabalamby Unnayan Samity,Bangladesh,Unconditional resource transfers to support access to food,26489.57,NGOs: Local,WFP,WFP FLA data
2022,Shuchona Foundation,Bangladesh,Institutional capacity strengthening activities,48144.32,NGOs: National,WFP,WFP FLA data
2022,YOUNG POWER IN SOCIAL ACTION,Bangladesh,Unconditional resource transfers to support access to food,552096.41,NGOs: National,WFP,WFP FLA data
2022,CARITAS BURUNDI,Burundi,Unconditional resource transfers to support access to food,328147.07,NGOs: National,WFP,WFP FLA data
2022,CARITAS BURUNDI,Burundi,Institutional capacity strengthening activities,42753.49,NGOs: National,WFP,WFP FLA data
2022,CONCERN WORLDWIDE - BUJUMBURA,Burundi,Malnutrition prevention activities,139835.82,NGOs: International,WFP,WFP FLA data
2022,CROIX ROUGE DU BURUNDI,Burundi,Institutional capacity strengthening activities,101643.28,Red Cross: National,WFP,WFP FLA data
2022,CROIX ROUGE DU BURUNDI,Burundi,Unconditional resource transfers to support access to food,57878.97,Red Cross: National,WFP,WFP FLA data
2022,Groupe de Volontariat Civil (GVC),Burundi,Malnutrition prevention activities,88318.39,NGOs: International,WFP,WFP FLA data
2022,INTERNATIONAL LIFELINE FUND,Burundi,School meal activities,51605.03,NGOs: International,WFP,WFP FLA data
2022,Stichting International Red Cross R,Burundi,Institutional capacity strengthening activities,43648.29,Red Cross: International,WFP,WFP FLA data
2022,VETERINAIRES SANS FRONTIERES BELGIQ,Burundi,Malnutrition prevention activities,46579.6,NGOs: International,WFP,WFP FLA data
2022,WELTHUNGERHLIFE - AGRO ACTIVE,Burundi,School meal activities,207063.22,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION INTERNATIONAL,Burundi,School meal activities,172593.92,NGOs: International,WFP,WFP FLA data
2022,HELEN KELLER INTERNATIONAL,Cambodia,School meal activities,114376.25,NGOs: International,WFP,WFP FLA data
2022,HELEN KELLER INTERNATIONAL,Cambodia,Institutional capacity strengthening activities,25923.75,NGOs: International,WFP,WFP FLA data
2022,PEOPLE IN NEED (PIN),Cambodia,Emergency preparedness,150777.27,NGOs: International,WFP,WFP FLA data
2022,PLAN INTERNATIONAL CAMBODIA,Cambodia,School meal activities,539762.6,NGOs: International,WFP,WFP FLA data
2022,THE WORLD EDUCATION CAMBODIA,Cambodia,School meal activities,559702.67,NGOs: National,WFP,WFP FLA data
2022,WORLD VISION INC,Cambodia,School meal activities,402506.3,NGOs: International,WFP,WFP FLA data
2022,CORPORACION PARA EL DESARROLLO SOC,Colombia,Unconditional resource transfers to support access to food,510488.21,NGOs: National,WFP,WFP FLA data
2022,CORPORACION PARA EL DESARROLLO SOC,Colombia,Institutional capacity strengthening activities,288402.05,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION AMANECER DE MUJERES POR,Colombia,Unconditional resource transfers to support access to food,22007.4,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION DE APOYO AL DESARROLLO,Colombia,Unconditional resource transfers to support access to food,138579.73,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION MEGA SALUD,Colombia,Unconditional resource transfers to support access to food,31696.98,Unknown,WFP,WFP FLA data
2022,CLUB KIWANIS NUBES VERDES,Colombia,Unconditional resource transfers to support access to food,195201.98,NGOs: International,WFP,WFP FLA data
2022,CORPORACION DE PROFESIONALES PARA E,Colombia,Institutional capacity strengthening activities,288421.75,NGOs: National,WFP,WFP FLA data
2022,CORPORACION DE PROFESIONALES PARA E,Colombia,Unconditional resource transfers to support access to food,84263.02,NGOs: National,WFP,WFP FLA data
2022,CORPORACION DE SERVICIO PASTORAL SO,Colombia,Unconditional resource transfers to support access to food,150766.05,Other: National,WFP,WFP FLA data
2022,CORPORACION NUEVA SOCIEDAD DE LA RE,Colombia,Unconditional resource transfers to support access to food,219246.83,NGOs: National,WFP,WFP FLA data
2022,CORPORACION PARA LAS INTERVENCIONES,Colombia,Unconditional resource transfers to support access to food,197572.1,NGOs: National,WFP,WFP FLA data
2022,CORPORACION SCALABRINI,Colombia,Unconditional resource transfers to support access to food,168963.47,NGOs: National,WFP,WFP FLA data
2022,CORPORACION SECRETARIADO DIOCESANOD,Colombia,Unconditional resource transfers to support access to food,556566.07,NGOs: Local,WFP,WFP FLA data
2022,CORPORACION SECRETARIADO DIOCESANOD,Colombia,Institutional capacity strengthening activities,97186.18,NGOs: Local,WFP,WFP FLA data
2022,CORPROGRESO,Colombia,Malnutrition prevention activities,346310.68,NGOs: National,WFP,WFP FLA data
2022,CORPROGRESO,Colombia,Unconditional resource transfers to support access to food,346013.77,NGOs: National,WFP,WFP FLA data
2022,CORPROGRESO,Colombia,Institutional capacity,242700.58,NGOs: National,WFP,WFP FLA data
2022,CORPROGRESO,Colombia,School meal activities,111913.12,NGOs: National,WFP,WFP FLA data
2022,CRUZ ROJA COLOMBIANA SECCIONAL CASA,Colombia,Unconditional resource transfers to support access to food,82732.97,Red Cross: National,WFP,WFP FLA data
2022,CRUZ ROJA COLOMBIANA SECCIONAL CESA,Colombia,Unconditional resource transfers to support access to food,229696.68,Red Cross: National,WFP,WFP FLA data
2022,CRUZ ROJA COLOMBIANA SECCIONAL GUAJ,Colombia,Unconditional resource transfers to support access to food,101054.06,Red Cross: National,WFP,WFP FLA data
2022,CRUZ ROJA COLOMBIANA SECCIONAL NORT,Colombia,Unconditional resource transfers to support access,572137.96,Red Cross: National,WFP,WFP FLA data
2022,DIOCESIS DE MONTELIBANO,Colombia,Unconditional resource,153531.55,NGOs: Local,WFP,WFP FLA data
2022,DIOCESIS DE MONTELIBANO,Colombia,,26181.72,NGOs: Local,WFP,WFP FLA data
2022,FONDAZIONE TERRE DES HOMMES ITALIA,Colombia,Unconditional resource transfers to support access to food,206750.95,NGOs: International,WFP,WFP FLA data
2022,FUNDACION ACCION CONTRA EL HAMBRE,Colombia,Unconditional resource transfers to support access to food,22317,NGOs: International,WFP,WFP FLA data
2022,FUNDACION ALIANZA POR LOS DERECHOS,Colombia,Unconditional resource transfers to support access to food,251821.69,NGOs: National,WFP,WFP FLA data
2022,FUNDACION ANGEL DE MI GUARDA DEL CA,Colombia,Unconditional resource transfers to support access to food,37199.89,NGOs: National,WFP,WFP FLA data
2022,FUNDACION BARRANQUILLA SOLIDARIA,Colombia,Unconditional resource transfers to support access to food,226145.21,NGOs: Local,WFP,WFP FLA data
2022,FUNDACION ENTRE DOS TIERRAS,Colombia,Unconditional resource transfers to support access to food,119232.41,NGOs: National,WFP,WFP FLA data
2022,FUNDACION ESCUELA TALLER DE BUENAVE,Colombia,Unconditional resource transfers to support access,42823.73,NGOs: National,WFP,WFP FLA data
2022,FUNDACION FUNDALIANZA,Colombia,Institutional capacity strengthening activities,533119.93,NGOs: National,WFP,WFP FLA data
2022,FUNDACION FUNDALIANZA,Colombia,Unconditional resource transfers to support access to food,424704.73,NGOs: National,WFP,WFP FLA data
2022,FUNDACION GUAJIRA NACIENTE,Colombia,Unconditional resource transfers to support access to food,603331.39,NGOs: National,WFP,WFP FLA data
2022,FUNDACION MANOS UNIDAS POR AMOR,Colombia,Unconditional resource transfers to support access,671350.4,NGOs: National,WFP,WFP FLA data
2022,FUNDACION SEMILLAS DE PROSPERIDAD F,Colombia,Unconditional resource transfers to support access to food,266726.96,NGOs: National,WFP,WFP FLA data
2022,FUNDACION SINERGIA Y SOCIEDAD,Colombia,Unconditional resource transfers to support access to food,260097.58,NGOs: National,WFP,WFP FLA data
2022,PASTORAL SOCIAL,Colombia,Unconditional resource transfers to support access to food,42491.37,NGOs: National,WFP,WFP FLA data
2022,PASTORAL SOCIAL DEL VICARIATO DE GU,Colombia,Unconditional resource transfers to support access to food,26051.88,Other: Local,WFP,WFP FLA data
2022,SAMARITANS PURSE,Colombia,Unconditional resource transfers to support access to food,278398.56,NGOs: International,WFP,WFP FLA data
2022,SECRETARIADO DE PASTORAL SOCIAL DE,Colombia,Unconditional resource transfers to support access to food,244283.06,Other: Local,WFP,WFP FLA data
2022,SECRETARIADO DE PASTORAL SOCIAL RIO,Colombia,Unconditional resource transfers to support access to food,114180.24,Other: Local,WFP,WFP FLA data
2022,SECRETARIADO DIOCESANO DE PASTORAL,Colombia,Unconditional resource transfers to support access to food,115079.35,NGOs: Local,WFP,WFP FLA data
2022,SECRETARIADO DIOCESANO DE PASTORAL,Colombia,Institutional capacity strengthening activities,20966.03,NGOs: Local,WFP,WFP FLA data
2022,ZAMBRANO LOMBANA ILDA SOCORRO,Colombia,Unconditional resource transfers to support access to food,143779.46,Unknown,WFP,WFP FLA data
2022,AGENCE POUR I'ASSISTANCE AUX RAPATR,Congo,Unconditional resource transfers to support access to food,81380.96,NGOs: International,WFP,WFP FLA data
2022,CARITAS CONGO,Congo,Unconditional resource transfers to support access to food,26606.9,NGOs: National,WFP,WFP FLA data
2022,CENTRE D INITIATIVE ET D ACTION POU,Congo,Unconditional resource transfers to support access to food,35915.51,NGOs: National,WFP,WFP FLA data
2022,CENTRE D'ECHANGE ET DE,Congo,Institutional capacity,70347.1,Unknown,WFP,WFP FLA data
2022,ONG ALISEI,Congo,School meal activities,73950.64,NGOs: International,WFP,WFP FLA data
2022,ASSOCIATION VOLONTAIRE SERVICE,Côte d'Ivoire,School meal activities,568304.77,NGOs: National,WFP,WFP FLA data
2022,8EME COMMUNAUTE DES EGLISES DE PENT,Democratic Republic of the Congo,Nutrition treatment activities,212963.17,Other: National,WFP,WFP FLA data
2022,8EME COMMUNAUTE DES EGLISES DE PENT,Democratic Republic of the Congo,Malnutrition prevention activities,165901.65,Other: National,WFP,WFP FLA data
2022,ACTION PAYSANNE,Democratic Republic of the Congo,Nutrition treatment activities,314131.41,NGOs: National,WFP,WFP FLA data
2022,ACTION PAYSANNE,Democratic Republic of the Congo,Malnutrition prevention activities,95967.2,NGOs: National,WFP,WFP FLA data
2022,Amis des Personnes en Detresse (APE,Democratic Republic of the Congo,Nutrition treatment activities,541885.74,NGOs: National,WFP,WFP FLA data
2022,Amis des Personnes en Detresse (APE,Democratic Republic of the Congo,Malnutrition prevention activities,280151.01,NGOs: National,WFP,WFP FLA data
2022,APETAMACO,Democratic Republic of the Congo,School meal activities,261368.55,NGOs: National,WFP,WFP FLA data
2022,AVSI/GOMA,Democratic Republic of the Congo,Nutrition treatment activities,684468.54,NGOs: International,WFP,WFP FLA data
2022,AVSI/GOMA,Democratic Republic of the Congo,Malnutrition prevention activities,601280.66,NGOs: International,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT BUNIA,Democratic Republic of the Congo,Nutrition treatment activities,339806,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT BUNIA,Democratic Republic of the Congo,Malnutrition prevention activities,53186.22,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT KANANGA ASBL,Democratic Republic of the Congo,Nutrition treatment activities,120540.38,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT KANANGA ASBL,Democratic Republic of the Congo,Malnutrition prevention activities,44019.2,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT UVIRA,Democratic Republic of the Congo,Nutrition treatment activities,135008.49,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT UVIRA,Democratic Republic of the Congo,Malnutrition prevention activities,115992.18,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DIOCESAINE/GOMA,Democratic Republic of the Congo,Nutrition treatment activities,317182.28,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DIOCESAINE/GOMA,Democratic Republic of the Congo,Malnutrition prevention activities,170473.12,NGOs: Local,WFP,WFP FLA data
2022,CENTRE D APPUI AU DEVELOPPEMENT RUR,Democratic Republic of the Congo,Malnutrition prevention activities,457315.87,NGOs: National,WFP,WFP FLA data
2022,CENTRE D APPUI AU DEVELOPPEMENT RUR,Democratic Republic of the Congo,Nutrition treatment activities,286051.6,NGOs: National,WFP,WFP FLA data
2022,CHRISTIAN AID,Democratic Republic of the Congo,Malnutrition prevention activities,28739.39,NGOs: International,WFP,WFP FLA data
2022,COMITATO INTERNAZIONALE PER LO SVIL,Democratic Republic of the Congo,Nutrition treatment activities,94626.8,NGOs: International,WFP,WFP FLA data
2022,GROUPE DE RECHERCHE ET D'APPUI AUX,Democratic Republic of the Congo,Malnutrition prevention activities,292012.63,NGOs: National,WFP,WFP FLA data
2022,GROUPE DE RECHERCHE ET D'APPUI AUX,Democratic Republic of the Congo,Nutrition treatment activities,280300.1,NGOs: National,WFP,WFP FLA data
2022,INTERSOS,Democratic Republic of the Congo,Nutrition treatment activities,309376.71,NGOs: International,WFP,WFP FLA data
2022,INTERSOS,Democratic Republic of the Congo,Malnutrition prevention activities,200337.01,NGOs: International,WFP,WFP FLA data
2022,MONDE AMI DES NOURRISSONS ET DES EN,Democratic Republic of the Congo,Nutrition treatment activities,358783.88,NGOs: National,WFP,WFP FLA data
2022,MONDE AMI DES NOURRISSONS ET DES EN,Democratic Republic of the Congo,Malnutrition prevention activities,62176.04,NGOs: National,WFP,WFP FLA data
2022,NEPAD,Democratic Republic of the Congo,,100000,NGOs: International,WFP,WFP FLA data
2022,SEARCH FOR COMMON GROUND,Democratic Republic of the Congo,Nutrition treatment activities,50768.03,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION DR CONGO,Democratic Republic of the Congo,School meal activities,524586.86,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION DR CONGO,Democratic Republic of the Congo,Nutrition treatment activities,304445.55,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION DR CONGO,Democratic Republic of the Congo,Malnutrition prevention activities,163846.16,NGOs: International,WFP,WFP FLA data
2022,Action pour le Developpement en Mil,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,39246.1,NGOs: Local,WFP,WFP FLA data
2022,ADSSE-ASSOCIATION POUR DEVELOPPEMEN,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,295364.05,NGOs: National,WFP,WFP FLA data
2022,AJEDEC ASSOCIATION DES JEUNES POUR,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,718170.36,NGOs: National,WFP,WFP FLA data
2022,Amis des Personnes en Detresse (APE,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,422633.49,NGOs: National,WFP,WFP FLA data
2022,ASSEMBLEE EPISCOPALE PROVINCIALE DE,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,63996,Other: National,WFP,WFP FLA data
2022,CARITAS BUTEMBO BENI,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,422038.25,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DEVELOPPEMENT BUNIA,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,335521.5,NGOs: Local,WFP,WFP FLA data
2022,CARITAS DIOCESAINE/GOMA,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,436348.01,NGOs: Local,WFP,WFP FLA data
2022,CARITAS LUEBO,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,322587.84,NGOs: Local,WFP,WFP FLA data
2022,CENTRE DE DEVELOPPEMENT RURAL,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,759581.48,NGOs: National,WFP,WFP FLA data
2022,CHRISTIAN AID,Democratic Republic of the Congo,Unconditional resource transfers to support access,553097.16,NGOs: International,WFP,WFP FLA data
2022,ETS REBUILD HOPE FOR AFRICA,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,60747.31,NGOs: National,WFP,WFP FLA data
2022,INTERSOS,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,396444.4,NGOs: International,WFP,WFP FLA data
2022,ORGANISATION DIKU DILENGA,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,375439.92,NGOs: National,WFP,WFP FLA data
2022,PARTNERSHIP FOR FOOD SECURITY IN AF,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,489334.49,Unknown,WFP,WFP FLA data
2022,PROGRAMME D APPUI AU DEVELOPPEMENT,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,297452.34,Unknown,WFP,WFP FLA data
2022,SAMARITAN'S PURSE INTERNATIONAL REL,Democratic Republic of the Congo,Unconditional resource transfers to support access,52561.28,NGOs: International,WFP,WFP FLA data
2022,SEARCH FOR COMMON GROUND,Democratic Republic of the Congo,Unconditional resource transfers to support access to food,201016.48,NGOs: International,WFP,WFP FLA data
2022,VIJANA YA PANDA TUJENGE (VIPATU),Democratic Republic of the Congo,Unconditional resource transfers to support access to food,647952.44,NGOs: National,WFP,WFP FLA data
2022,Alliance Heartland,Dominican Republic,Unconditional resource transfers to support access to food,279928.67,NGOs: International,WFP,WFP FLA data
2022,clínica de Familia La Romana CFLR,Dominican Republic,Unconditional resource transfers to support access to food,24175.72,NGOs: National,WFP,WFP FLA data
2022,VISION MUNDIAL INTERNACIONAL,Dominican Republic,Unconditional resource transfers to support access to food,89913,NGOs: International,WFP,WFP FLA data
2022,CONFEDERACION COMARCA AFROECUATORIA,Ecuador,Climate adaptation and risk management activities,392094.07,NGOs: National,WFP,WFP FLA data
2022,CONGREGACION DE HERMANAS MISIONERAS,Ecuador,Unconditional resource transfers to support access to food,24271.76,Other: National,WFP,WFP FLA data
2022,CONVENIO BASICO DE COOPERACION TECN,Ecuador,Unconditional resource transfers to support access to food,251815.87,Government: National,WFP,WFP FLA data
2022,CORPORACION AGENCIA ADVENTISTA DE,Ecuador,Unconditional resource transfers to support access,211116.71,NGOs: International,WFP,WFP FLA data
2022,FEDERACION DE CENTROS AWA DEL ECUAD,Ecuador,Climate adaptation and risk management activities,108527.56,NGOs: National,WFP,WFP FLA data
2022,FUNDACION NUESTROS JOVENES,Ecuador,Unconditional resource transfers to support access to food,20389.02,NGOs: National,WFP,WFP FLA data
2022,FUNDACION TARABITA,Ecuador,Unconditional resource transfers to support access to food,22286.73,NGOs: National,WFP,WFP FLA data
2022,ORDEN HOSPITALARIA DE SAN JUAN,Ecuador,Unconditional resource,28936.68,Other: International,WFP,WFP FLA data
2022,Save the Children Norway,Egypt,,33020,NGOs: International,WFP,WFP FLA data
2022,Sohag – Community Development,Egypt,Unconditional resource,57913.35,NGOs: Local,WFP,WFP FLA data
2022,The General Foundation for Social,Egypt,School meal activities,730804.56,NGOs: National,WFP,WFP FLA data
2022,FUNDACION AYUDA EN ACCION,El Salvador,Unconditional resource transfers to support access to food,102820.1,NGOs: International,WFP,WFP FLA data
2022,FUNDACION EDUCACION Y COOPERACION,El Salvador,Unconditional resource transfers to support access to food,117248.81,NGOs: International,WFP,WFP FLA data
2022,FUNDACION SALVADOREÑA DE APOYO INTE,El Salvador,Unconditional resource transfers to support access to food,22005.3,NGOs: National,WFP,WFP FLA data
2022,"PLAN INTERNACIONAL, INC",El Salvador,Unconditional resource transfers to support access to food,75126.41,NGOs: International,WFP,WFP FLA data
2022,SAVE THE CHILDREN INTERNATIONAL,El Salvador,Unconditional resource transfers to support access to food,102334.63,NGOs: International,WFP,WFP FLA data
2022,VISION MUNDIAL EL SALVADOR,El Salvador,Unconditional resource,40250,NGOs: International,WFP,WFP FLA data
2022,ADVENTIST DEVELOPMENT & RELIEF,Eswatini,School meal activities,197892.61,NGOs: International,WFP,WFP FLA data
2022,Membatsise Home Based Care,Eswatini,School meal activities,41815.52,NGOs: Local,WFP,WFP FLA data
2022,SAVE THE CHILDREN,Eswatini,School meal activities,131154.51,NGOs: International,WFP,WFP FLA data
2022,SAVE THE CHILDREN,Eswatini,Unconditional resource transfers to support access,41857.08,NGOs: International,WFP,WFP FLA data
2022,World Vision Swaziland,Eswatini,Unconditional resource transfers to support access to food,155202.6,NGOs: International,WFP,WFP FLA data
2022,ACTED (Agency for Technical Coopera,Ethiopia,Unconditional resource,261907.08,NGOs: International,WFP,WFP FLA data
2022,ACTION AGAINST HUNGER AAH,Ethiopia,Nutrition treatment,120843.54,NGOs: International,WFP,WFP FLA data
2022,ACTION AGAINST HUNGER AAH,Ethiopia,Unconditional resource,65509.94,NGOs: International,WFP,WFP FLA data
2022,Action for Social Development and E,Ethiopia,Nutrition treatment,159410.18,NGOs: National,WFP,WFP FLA data
2022,Action for Social Development and E,Ethiopia,Unconditional resource transfers to support access to food,30803.36,NGOs: National,WFP,WFP FLA data
2022,ACTION FOR THE NEEDY IN ETHIOPIA,Ethiopia,Unconditional resource,336339.82,NGOs: National,WFP,WFP FLA data
2022,ACTION FOR THE NEEDY IN ETHIOPIA,Ethiopia,Nutrition treatment,111049.84,NGOs: National,WFP,WFP FLA data
2022,ACTION FOR THE NEEDY IN ETHIOPIA,Ethiopia,School meal activities,40252,NGOs: National,WFP,WFP FLA data
2022,CARE ETHIOPIA,Ethiopia,Nutrition treatment,80006.03,NGOs: International,WFP,WFP FLA data
2022,Concern Worldwide,Ethiopia,Institutional capacity,558923.99,NGOs: International,WFP,WFP FLA data
2022,Concern Worldwide,Ethiopia,Nutrition treatment,284044.8,NGOs: International,WFP,WFP FLA data
2022,Concern Worldwide,Ethiopia,Unconditional resource transfers to support access to food,33102.84,NGOs: International,WFP,WFP FLA data
2022,DANISH REFUGEE COUNCIL,Ethiopia,Institutional capacity strengthening activities,689491.31,NGOs: International,WFP,WFP FLA data
2022,FARM AFRICA,Ethiopia,Institutional capacity,40051.6,NGOs: International,WFP,WFP FLA data
2022,Friendship Support Association,Ethiopia,Nutrition treatment,35824.24,NGOs: National,WFP,WFP FLA data
2022,GOAL ETHIOPIA,Ethiopia,Nutrition treatment,65830.99,NGOs: International,WFP,WFP FLA data
2022,International Medical Corps,Ethiopia,Unconditional resource,162671.76,NGOs: International,WFP,WFP FLA data
2022,International Medical Corps,Ethiopia,Nutrition treatment,76607.52,NGOs: International,WFP,WFP FLA data
2022,INTERNATIONAL RESCUE,Ethiopia,Institutional capacity,550353.25,NGOs: International,WFP,WFP FLA data
2022,INTERNATIONAL RESCUE,Ethiopia,Nutrition treatment,58875.25,NGOs: International,WFP,WFP FLA data
2022,ISLAMIC RELIEF ETHIOPIA,Ethiopia,Nutrition treatment,175922.57,NGOs: International,WFP,WFP FLA data
2022,MENNONITE ECONOMIC,Ethiopia,Institutional capacity,50733,NGOs: International,WFP,WFP FLA data
2022,MOTHERS AND CHILDREN,Ethiopia,Nutrition treatment,367538.82,NGOs: National,WFP,WFP FLA data
2022,Mums for Mums,Ethiopia,Nutrition treatment,216132.91,NGOs: National,WFP,WFP FLA data
2022,ORGANIZATION FOR,Ethiopia,Institutional capacity,232104.8,Unknown,WFP,WFP FLA data
2022,OWS Development Fund,Ethiopia,Nutrition treatment,466739.62,NGOs: National,WFP,WFP FLA data
2022,PLAN INTERNATIONAL ETHIOPIA,Ethiopia,Nutrition treatment,203616.28,NGOs: International,WFP,WFP FLA data
2022,Samaritan's Purse,Ethiopia,Nutrition treatment,777076.4,NGOs: International,WFP,WFP FLA data
2022,SAVE THE CHILDREN,Ethiopia,Nutrition treatment,631910.92,NGOs: International,WFP,WFP FLA data
2022,Tigray Youth Empowerment,Ethiopia,Nutrition treatment,242048.71,NGOs: Local,WFP,WFP FLA data
2022,World Vision Ethiopia,Ethiopia,Nutrition treatment,570427.71,NGOs: International,WFP,WFP FLA data
2022,World Vision Ethiopia,Ethiopia,Unconditional resource transfers to support access to food,442169.11,NGOs: International,WFP,WFP FLA data
2022,ZOA RELIEF HOPE RECOVERY,Ethiopia,Institutional capacity strengthening activities,818836.46,NGOs: International,WFP,WFP FLA data
2022,White Ribbon,Georgia,,53133.36,Unknown,WFP,WFP FLA data
2022,EAT Foundation,Global,,115036,NGOs: International,WFP,WFP FLA data
2022,ICRC International Committee of the,Global,,500000,Red Cross: International,WFP,WFP FLA data
2022,Stichting International Red Cross R,Global,,49674.21,Red Cross: International,WFP,WFP FLA data
2022,APEVIHS,Guatemala,Malnutrition prevention activities,44055.83,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION CIVIL ESTUDIOS DE,Guatemala,School meal activities,100883.96,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION CIVIL ESTUDIOS DE,Guatemala,,55419.18,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION CIVIL ESTUDIOS DE,Guatemala,Malnutrition prevention,33544.22,NGOs: National,WFP,WFP FLA data
2022,ASOCIACION CIVIL ESTUDIOS DE COOPER,Guatemala,Unconditional resource transfers to support access to food,28958.77,NGOs: National,WFP,WFP FLA data
