year,destination_org,country,activity_description,amountUSD,destination_org_type,source_org,data_source
2023,Community and Family Services Inter,Philippines,Institutional capacity strengthening activities,328253.66,NGOs: National,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT RELIEF AND AG,Rwanda,Unconditional resource transfers to support access to food,472911.41,NGOs: International,WFP,WFP FLA data
2023,DUHARANIRA AMAJYAMBERE Y'ICYARO (DU,Rwanda,Institutional capacity strengthening activities,713058.65,NGOs: National,WFP,WFP FLA data
2023,GARDENS FOR HEALTH INTERNATIONAL,Rwanda,Institutional capacity strengthening activities,324272.8,NGOs: International,WFP,WFP FLA data
2023,GOOD NEIGHBORS RWANDA,Rwanda,Institutional capacity strengthening activities,566644.86,NGOs: International,WFP,WFP FLA data
2023,MENNONITE CENTRAL COMMITTEE,Rwanda,Institutional capacity strengthening activities,49220.46,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL RWANDAPLAN INTER,Rwanda,Unconditional resource transfers to support access to food,451136.22,NGOs: International,WFP,WFP FLA data
2023,CARITAS KAOLACK,Senegal,Climate adaptation and risk management activities,70888.9,NGOs: Local,WFP,WFP FLA data
2023,ONG LA LUMIERE,Senegal,Climate adaptation and risk management activities,266348.21,NGOs: Local,WFP,WFP FLA data
2023,PANAFRICARE,Senegal,Climate adaptation and risk management activities,71956.11,NGOs: National,WFP,WFP FLA data
2023,PROVALE CV,Senegal,Climate adaptation and risk management activities,60508.45,Other: National,WFP,WFP FLA data
2023,Mankind's Activities for Developmen,Sierra Leone,Unconditional resource transfers to support access to food,30742.56,NGOs: National,WFP,WFP FLA data
2023,PURE HEART FOUNDATION SIERRA LEONE,Sierra Leone,School meal activities,119764.46,NGOs: Internationally Affiliated,WFP,WFP FLA data
2023,ABYEI COMMUNITY ACTION FOR DEVELOPM,South Sudan,Unconditional resource transfer,476518.42,NGOs: National,WFP,WFP FLA data
2023,ABYEI COMMUNITY ACTION FOR DEVELOPM,South Sudan,School based programmes,50000,NGOs: National,WFP,WFP FLA data
2023,ABYEI COMMUNITY ACTION FOR DEVELOPM,South Sudan,Malnutrition prevention programme,59042.18,NGOs: National,WFP,WFP FLA data
2023,ACROSS,South Sudan,Nutrition treatment activities,89602.36,NGOs: National,WFP,WFP FLA data
2023,ACROSS,South Sudan,Malnutrition prevention programme,416244.51,NGOs: National,WFP,WFP FLA data
2023,ACTION AFRICA HELP INTERNATIONAL,South Sudan,Unconditional resource transfer,119889.06,NGOs: International,WFP,WFP FLA data
2023,ACTION AFRICA HELP INTERNATIONAL,South Sudan,Malnutrition prevention programme,41605.79,NGOs: International,WFP,WFP FLA data
2023,Action Against Hunger USA,South Sudan,Unconditional resource transfers to support access to food,80114.58,NGOs: International,WFP,WFP FLA data
2023,ACTION FOR DEVELOPMENT (AFOD),South Sudan,Nutrition treatment activities,30428.95,NGOs: National,WFP,WFP FLA data
2023,ACTION FOR DEVELOPMENT (AFOD),South Sudan,Malnutrition prevention programme,538047,NGOs: National,WFP,WFP FLA data
2023,ACTION FOR RECOVERY AND TRANSFORMAT,South Sudan,Malnutrition prevention programme,287545.38,Unknown,WFP,WFP FLA data
2023,Adventist Development & Relief Agen,South Sudan,Unconditional resource transfer,324294.38,NGOs: International,WFP,WFP FLA data
2023,Adventist Development & Relief Agen,South Sudan,School based programmes,71143.78,NGOs: International,WFP,WFP FLA data
2023,AFRO CANADIAN EVANGELICAL MISSION,South Sudan,Malnutrition prevention programme,150759.28,NGOs: International,WFP,WFP FLA data
2023,Agency for Technical Cooperation an,South Sudan,Unconditional resource transfers to support access to food,410100.43,NGOs: International,WFP,WFP FLA data
2023,Agency for Technical Cooperation an,South Sudan,Unconditional resource transfer,20829.22,NGOs: International,WFP,WFP FLA data
2023,ALIGHT,South Sudan,Malnutrition prevention programme,565968.32,NGOs: International,WFP,WFP FLA data
2023,AMREF HEALTH AFRICA COMITATO,South Sudan,Malnutrition prevention programme,82483.03,NGOs: International,WFP,WFP FLA data
2023,ANDRE FOODS SOUTH SUDAN AFSS,South Sudan,Nutrition treatment activities,27886.27,NGOs: National,WFP,WFP FLA data
2023,ANDRE FOODS SOUTH SUDAN AFSS,South Sudan,Malnutrition prevention programme,716685.71,NGOs: National,WFP,WFP FLA data
2023,ARK FOR HUMANITY,South Sudan,Unconditional resource transfer,97388.45,NGOs: National,WFP,WFP FLA data
2023,AVSI FOUNDATION,South Sudan,School based programmes,26055.59,NGOs: International,WFP,WFP FLA data
2023,AVSI FOUNDATION,South Sudan,Malnutrition prevention programme,56906,NGOs: International,WFP,WFP FLA data
2023,CARE INTERNATIONAL CARE,South Sudan,Unconditional resource transfers to support access to food,23235.03,NGOs: International,WFP,WFP FLA data
2023,CARE INTERNATIONAL CARE,South Sudan,Nutrition treatment activities,170989.98,NGOs: International,WFP,WFP FLA data
2023,CARE INTERNATIONAL CARE,South Sudan,Malnutrition prevention programme,590794.99,NGOs: International,WFP,WFP FLA data
2023,CATHOLIC MEDICAL MISSION BOARD CMMB,South Sudan,Unconditional resource transfers to support access to food,39520.53,NGOs: International,WFP,WFP FLA data
2023,CATHOLIC MEDICAL MISSION BOARD CMMB,South Sudan,Malnutrition prevention programme,576382.36,NGOs: International,WFP,WFP FLA data
2023,CHRISTIAN MISSION AID,South Sudan,Nutrition treatment activities,67115.54,NGOs: International,WFP,WFP FLA data
2023,CHRISTIAN MISSION AID,South Sudan,Malnutrition prevention programme,359828.99,NGOs: International,WFP,WFP FLA data
2023,Christian Mission for Development,South Sudan,Unconditional resource transfer,295649.1,NGOs: National,WFP,WFP FLA data
2023,Christian Mission for Development,South Sudan,Nutrition treatment activities,88909.02,NGOs: National,WFP,WFP FLA data
2023,Christian Mission for Development,South Sudan,Malnutrition prevention programme,271782.02,NGOs: National,WFP,WFP FLA data
2023,COMMUNITY DEVELOPMENT AID CODAID,South Sudan,Unconditional resource transfer,131766.56,NGOs: National,WFP,WFP FLA data
2023,CONCERN WORLD WIDE,South Sudan,Unconditional resource transfers to support access to food,50718.46,NGOs: International,WFP,WFP FLA data
2023,CONCERN WORLD WIDE,South Sudan,Nutrition treatment activities,94350.09,NGOs: International,WFP,WFP FLA data
2023,CONCERN WORLD WIDE,South Sudan,Malnutrition prevention programme,572757.12,NGOs: International,WFP,WFP FLA data
2023,DANISH REFUGEE COUNCIL,South Sudan,School based programmes,88690.92,NGOs: International,WFP,WFP FLA data
2023,FOR AFRIKA TO THRIVE (FORAFRIKA),South Sudan,Unconditional resource transfers to support access to food,100003.27,NGOs: International,WFP,WFP FLA data
2023,FOR AFRIKA TO THRIVE (FORAFRIKA),South Sudan,Malnutrition prevention programme,475006.18,NGOs: International,WFP,WFP FLA data
2023,FOR AFRIKA TO THRIVE (FORAFRIKA),South Sudan,Institutional capacity strengthening activities,318646.25,NGOs: International,WFP,WFP FLA data
2023,GOAL SOUTH SUDAN,South Sudan,Unconditional resource transfer,293515.93,NGOs: International,WFP,WFP FLA data
2023,GOAL SOUTH SUDAN,South Sudan,Nutrition treatment activities,24428.33,NGOs: International,WFP,WFP FLA data
2023,GOAL SOUTH SUDAN,South Sudan,Malnutrition prevention programme,396772.77,NGOs: International,WFP,WFP FLA data
2023,GRASS ROOT EMPOWEWRMENT AND DEVELOP,South Sudan,Nutrition treatment activities,27665.85,NGOs: National,WFP,WFP FLA data
2023,HEALTH LINK SOUTH SUDAN,South Sudan,Malnutrition prevention programme,625172.74,NGOs: National,WFP,WFP FLA data
2023,HELP HILFE ZUR SELBSTHILFE,South Sudan,Unconditional resource transfers to support access to food,65107.17,NGOs: International,WFP,WFP FLA data
2023,HELP HILFE ZUR SELBSTHILFE,South Sudan,Malnutrition prevention programme,373792.98,NGOs: International,WFP,WFP FLA data
2023,IMPACT HEALTH ORGANISATION,South Sudan,Malnutrition prevention programme,134502.57,NGOs: National,WFP,WFP FLA data
2023,INTERNATIONAL MEDICAL CORPS,South Sudan,Nutrition treatment activities,43992.28,NGOs: International,WFP,WFP FLA data
2023,INTERNATIONAL RESCUE COMMITTEE,South Sudan,Unconditional resource transfers to support access to food,104744.58,NGOs: International,WFP,WFP FLA data
2023,INTERNATIONAL RESCUE COMMITTEE,South Sudan,Nutrition treatment activities,46685.58,NGOs: International,WFP,WFP FLA data
2023,JOHANNITER UNFALL HILFE E.V,South Sudan,Malnutrition prevention programme,106800.82,Other: International,WFP,WFP FLA data
2023,MARY HELP ASSOCIATION,South Sudan,Malnutrition prevention programme,28773.33,NGOs: Local,WFP,WFP FLA data
2023,Mother and Children Development Aid,South Sudan,Nutrition treatment activities,39726.01,NGOs: National,WFP,WFP FLA data
2023,NILE HOPE DEVELOMENT FORUM (NHDF,South Sudan,Nutrition treatment activities,51432.35,NGOs: National,WFP,WFP FLA data
2023,NILE HOPE DEVELOMENT FORUM (NHDF,South Sudan,Malnutrition prevention programme,355028.01,NGOs: National,WFP,WFP FLA data
2023,NORWEGIAN REFUGEE COUNCIL,South Sudan,Unconditional resource transfers to support access to food,329979.65,NGOs: International,WFP,WFP FLA data
2023,NORWEGIAN REFUGEE COUNCIL,South Sudan,Nutrition treatment activities,21074.03,NGOs: International,WFP,WFP FLA data
2023,NORWEGIAN REFUGEE COUNCIL,South Sudan,Malnutrition prevention programme,80750.93,NGOs: International,WFP,WFP FLA data
2023,ORGANIZATION FOR PEACE RELIEF AND D,South Sudan,Unconditional resource transfer,616814.89,NGOs: National,WFP,WFP FLA data
2023,ORGANIZATION FOR PEACE RELIEF AND D,South Sudan,Malnutrition prevention programme,22897.91,NGOs: National,WFP,WFP FLA data
2023,OXFAM GB JUBA,South Sudan,Unconditional resource transfers to support access to food,236741.77,NGOs: International,WFP,WFP FLA data
2023,OXFAM GB JUBA,South Sudan,Malnutrition prevention programme,32862.11,NGOs: International,WFP,WFP FLA data
2023,PEACE CORPS ORGANISATION SOUTH SUDA,South Sudan,School based programmes,140270.43,NGOs: National,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SOUTH SUDAN,South Sudan,Unconditional resource transfers to support access to food,198941.38,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SOUTH SUDAN,South Sudan,School based programmes,139886.14,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SOUTH SUDAN,South Sudan,Nutrition treatment activities,123734.54,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SOUTH SUDAN,South Sudan,Malnutrition prevention programme,379855.69,NGOs: International,WFP,WFP FLA data
2023,RELIEF INTERNATIONAL,South Sudan,Unconditional resource transfer,310790.16,NGOs: International,WFP,WFP FLA data
2023,RELIEF INTERNATIONAL,South Sudan,Nutrition treatment activities,144878.43,NGOs: International,WFP,WFP FLA data
2023,RELIEF INTERNATIONAL,South Sudan,Malnutrition prevention programme,627375.39,NGOs: International,WFP,WFP FLA data
2023,RURAL DEVELOPMENT ACTION AID,South Sudan,Unconditional resource transfer,219517.35,NGOs: Local,WFP,WFP FLA data
2023,SAMARITAN'S PURSE,South Sudan,Unconditional resource transfers to support access to food,265126.85,NGOs: International,WFP,WFP FLA data
2023,SAMARITAN'S PURSE,South Sudan,Nutrition treatment activities,55355.85,NGOs: International,WFP,WFP FLA data
2023,SAMARITAN'S PURSE,South Sudan,Malnutrition prevention programme,43033.82,NGOs: International,WFP,WFP FLA data
2023,Smile Again Africa Development Orga,South Sudan,Unconditional resource transfer,187993.93,NGOs: National,WFP,WFP FLA data
2023,STAR TRUST ORGANISATION,South Sudan,Unconditional resource transfer,91955.41,NGOs: National,WFP,WFP FLA data
2023,TEARFUND,South Sudan,Unconditional resource transfers to support access to food,50502.15,NGOs: International,WFP,WFP FLA data
2023,TEARFUND,South Sudan,Malnutrition prevention programme,373238.01,NGOs: International,WFP,WFP FLA data
2023,TEARFUND,South Sudan,Institutional capacity strengthening activities,37482,NGOs: International,WFP,WFP FLA data
2023,Universal Intervention and developm,South Sudan,Unconditional resource transfer,20197.11,NGOs: National,WFP,WFP FLA data
2023,Universal Intervention and developm,South Sudan,Nutrition treatment activities,21755.32,NGOs: National,WFP,WFP FLA data
2023,Universal Intervention and developm,South Sudan,Malnutrition prevention programme,258863.05,NGOs: National,WFP,WFP FLA data
2023,WELTHUNGERHILFE,South Sudan,Unconditional resource transfers to support access to food,106032.91,NGOs: International,WFP,WFP FLA data
2023,WELTHUNGERHILFE,South Sudan,School based programmes,393825.03,NGOs: International,WFP,WFP FLA data
2023,WELTHUNGERHILFE,South Sudan,Malnutrition prevention programme,107437.97,NGOs: International,WFP,WFP FLA data
2023,WORLD RELIEF SOUTH SUDAN,South Sudan,Nutrition treatment activities,32609.85,NGOs: International,WFP,WFP FLA data
2023,WORLD RELIEF SOUTH SUDAN,South Sudan,Malnutrition prevention programme,440206,NGOs: International,WFP,WFP FLA data
2023,World Vision South Sudan,South Sudan,Unconditional resource transfers to support access to food,311829.28,NGOs: International,WFP,WFP FLA data
2023,World Vision South Sudan,South Sudan,School based programmes,536125.95,NGOs: International,WFP,WFP FLA data
2023,World Vision South Sudan,South Sudan,Nutrition treatment activities,129627.31,NGOs: International,WFP,WFP FLA data
2023,World Vision South Sudan,South Sudan,,110366.8,NGOs: International,WFP,WFP FLA data
2023,LANKA JATHIKA SARVODAYA SHRAMADANA,Sri Lanka,Unconditional resource transfers to support access to food,297075,NGOs: National,WFP,WFP FLA data
2023,LANKA JATHIKA SARVODAYA SHRAMADANA,Sri Lanka,Unconditional resource transfer,544379.78,NGOs: National,WFP,WFP FLA data
2023,WORLD VISION LANKA,Sri Lanka,Unconditional resource transfers to support access to food,134580.99,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION LANKA,Sri Lanka,Unconditional resource transfer,744691.85,NGOs: International,WFP,WFP FLA data
2023,Global Communities,State of Palestine,Unconditional resource transfers to support access to food,84317.69,NGOs: International,WFP,WFP FLA data
2023,Global Communities,State of Palestine,Unconditional resource transfer,76000,NGOs: International,WFP,WFP FLA data
2023,Global Communities,State of Palestine,Institutional capacity strengthening activities,502899.17,NGOs: International,WFP,WFP FLA data
2023,Maan Development Center,State of Palestine,Unconditional resource transfers to support access to food,82092.28,NGOs: National,WFP,WFP FLA data
2023,Maan Development Center,State of Palestine,Unconditional resource transfer,100857.84,NGOs: National,WFP,WFP FLA data
2023,The Applied Research Institute Jeru,State of Palestine,Institutional capacity strengthening activities,395476.52,NGOs: National,WFP,WFP FLA data
2023,ACTION AGAINST HUNGER FOUNDATION,Sudan,Malnutrition prevention activities,158515.72,NGOs: International,WFP,WFP FLA data
2023,ADDITION FOR DISASTERS ASSISTANCE A,Sudan,Unconditional resource transfers to support access to food,524128.97,NGOs: National,WFP,WFP FLA data
2023,ADDITION FOR DISASTERS ASSISTANCE A,Sudan,School meal activities,34010,NGOs: National,WFP,WFP FLA data
2023,ADDITION FOR DISASTERS ASSISTANCE A,Sudan,Institutional capacity strengthening activities,229297.72,NGOs: National,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT AND RELIEF AG,Sudan,School meal activities,105578.28,NGOs: International,WFP,WFP FLA data
2023,AGENCY FOR TECHNICAL COORPERATION A,Sudan,Unconditional resource transfers to support access to food,768371.87,NGOs: International,WFP,WFP FLA data
2023,ALIGHT,Sudan,Malnutrition prevention activities,36555.61,NGOs: International,WFP,WFP FLA data
2023,Building Resilience Development Org,Sudan,Unconditional resource transfers to support access to food,119015.77,NGOs: National,WFP,WFP FLA data
2023,Building Resilience Development Org,Sudan,Malnutrition prevention activities,64747,NGOs: National,WFP,WFP FLA data
2023,Building Resilience Development Org,Sudan,Institutional capacity strengthening activities,366915.51,NGOs: National,WFP,WFP FLA data
2023,CATHOLIC RELIEF SERVICES (CRS),Sudan,Institutional capacity strengthening activities,120786.95,NGOs: International,WFP,WFP FLA data
2023,CONCERN WORLDWIDE,Sudan,Malnutrition prevention activities,78702.04,NGOs: International,WFP,WFP FLA data
2023,DARFUR DEVELOPMENT AND RECONSTRUCTI,Sudan,Unconditional resource transfers to support access to food,49812,NGOs: National,WFP,WFP FLA data
2023,DARFUR ORGANIZATION FOR PEACE AND D,Sudan,Unconditional resource transfers to support access to food,33431.49,NGOs: National,WFP,WFP FLA data
2023,DARFUR ORGANIZATION FOR PEACE AND D,Sudan,Institutional capacity strengthening activities,104226.6,NGOs: National,WFP,WFP FLA data
2023,Global Aid Hand,Sudan,School meal activities,34895.62,NGOs: International,WFP,WFP FLA data
2023,ISLAMIC RELIEF WORLDWIDE,Sudan,School meal activities,36315.53,NGOs: International,WFP,WFP FLA data
2023,ISLAMIC RELIEF WORLDWIDE,Sudan,Malnutrition prevention activities,244331.03,NGOs: International,WFP,WFP FLA data
2023,MUSLIM AID UK,Sudan,Malnutrition prevention activities,347898.96,NGOs: International,WFP,WFP FLA data
2023,MUSLIM WORLD LEAGUE SUDAN,Sudan,Unconditional resource transfers to support access to food,30531.21,NGOs: International,WFP,WFP FLA data
2023,PATIENTS HELPING FUNDS,Sudan,Malnutrition prevention activities,338860,NGOs: Local,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SUDAN,Sudan,Unconditional resource transfers to support access to food,44691.77,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SUDAN,Sudan,Malnutrition prevention activities,208911.23,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL SUDAN,Sudan,Institutional capacity strengthening activities,116544.65,NGOs: International,WFP,WFP FLA data
2023,SAEKER VOLUNTARY ORGANIZATION S V O,Sudan,Unconditional resource transfers to support access to food,22145.13,NGOs: Local,WFP,WFP FLA data
2023,SAEKER VOLUNTARY ORGANIZATION S V O,Sudan,School meal activities,68008,NGOs: Local,WFP,WFP FLA data
2023,SAHARI ORGANIZATION FOR DEVELOPMENT,Sudan,Unconditional resource transfers to support access to food,54943,NGOs: National,WFP,WFP FLA data
2023,SAHARI ORGANIZATION FOR DEVELOPMENT,Sudan,Malnutrition prevention activities,42244.11,NGOs: National,WFP,WFP FLA data
2023,SAHARI ORGANIZATION FOR DEVELOPMENT,Sudan,Institutional capacity strengthening activities,166428,NGOs: National,WFP,WFP FLA data
2023,SAMARITAN'S PURSE,Sudan,Unconditional resource transfers to support access to food,111328.16,NGOs: International,WFP,WFP FLA data
2023,SAMARITAN'S PURSE,Sudan,School meal activities,96398.69,NGOs: International,WFP,WFP FLA data
2023,SAMARITAN'S PURSE,Sudan,Institutional capacity strengthening activities,115391.18,NGOs: International,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL (SC,Sudan,Malnutrition prevention activities,137932.09,NGOs: International,WFP,WFP FLA data
2023,Sawa Sudan for Development and Huma,Sudan,School meal activities,53246.08,NGOs: National,WFP,WFP FLA data
2023,SUDANESE ORGANIZATION FOR RESEARCH,Sudan,Unconditional resource transfers to support access to food,749583.79,NGOs: National,WFP,WFP FLA data
2023,SUDANESE RED CRESCENT SOCIETYSRCSRC,Sudan,School meal activities,45938.51,Red Cross: National,WFP,WFP FLA data
2023,SUDANESE RED CRESCENT SOCIETYSRCSRC,Sudan,Malnutrition prevention activities,51172.49,Red Cross: National,WFP,WFP FLA data
2023,TURST REHABILITATION AND DEVELOPMEN,Sudan,School meal activities,38476.78,NGOs: National,WFP,WFP FLA data
2023,TURST REHABILITATION AND DEVELOPMEN,Sudan,Institutional capacity strengthening activities,23040,NGOs: National,WFP,WFP FLA data
2023,VETERINAIRES SANS FRONTIERES GERMAN,Sudan,Institutional capacity strengthening activities,57436.3,NGOs: International,WFP,WFP FLA data
2023,WELTHUNGERHILFE (HHW),Sudan,Malnutrition prevention activities,194041.41,NGOs: International,WFP,WFP FLA data
2023,WORLD RELIEF,Sudan,School meal activities,47516.66,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION SUDAN,Sudan,Unconditional resource transfers to support access to food,815651.82,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION SUDAN,Sudan,School meal activities,94938.42,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION SUDAN,Sudan,Malnutrition prevention activities,32725.27,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION SUDAN,Sudan,Institutional capacity strengthening activities,59622.58,NGOs: International,WFP,WFP FLA data
2023,ZOA,Sudan,Unconditional resource transfers to support access to food,130052.49,NGOs: International,WFP,WFP FLA data
2023,ZOA,Sudan,Malnutrition prevention activities,135153.66,NGOs: International,WFP,WFP FLA data
2023,AL TAALOF ASSOCIATION,Syrian Arab Republic,Unconditional resource transfers to support access to food,320516.18,NGOs: National,WFP,WFP FLA data
2023,AL TAALOF ASSOCIATION,Syrian Arab Republic,School meal activities,69885.79,NGOs: National,WFP,WFP FLA data
2023,AL TAALOF ASSOCIATION,Syrian Arab Republic,Malnutrition prevention activities,74492.44,NGOs: National,WFP,WFP FLA data
2023,AGA KHAN FOUNDATION (SYRIA),Syrian Arab Republic,Unconditional resource transfers to support access to food,37795.98,NGOs: International,WFP,WFP FLA data
2023,AGA KHAN FOUNDATION (SYRIA),Syrian Arab Republic,Malnutrition prevention activities,26478.69,NGOs: International,WFP,WFP FLA data
2023,AL BIR WA AL EHSAN ASSOCOATION IN R,Syrian Arab Republic,Unconditional resource transfers to support access to food,25236.7,NGOs: National,WFP,WFP FLA data
2023,AL BIRR AND SOCIAL SERVICES ASSOCIA,Syrian Arab Republic,School meal activities,33323.81,NGOs: National,WFP,WFP FLA data
2023,Al Birr and Social Services Associa,Syrian Arab Republic,Unconditional resource transfers to support access to food,152739.18,NGOs: National,WFP,WFP FLA data
2023,Al Birr and Social Services Associa,Syrian Arab Republic,School meal activities,32045.2,NGOs: National,WFP,WFP FLA data
2023,Al Birr and Social Services Associa,Syrian Arab Republic,Malnutrition prevention activities,60453.1,NGOs: National,WFP,WFP FLA data
2023,Al Ihsan Charity Association,Syrian Arab Republic,Unconditional resource transfers to support access to food,49436.55,NGOs: National,WFP,WFP FLA data
2023,Al Ikhaa Syrian Family Society,Syrian Arab Republic,Unconditional resource transfers to support access to food,148727.69,NGOs: National,WFP,WFP FLA data
2023,Al Mabarrat Charity Society for Gol,Syrian Arab Republic,Unconditional resource transfers to support access to food,42366.13,Unknown,WFP,WFP FLA data
2023,Al Mabarrat Charity Society for Gol,Syrian Arab Republic,Malnutrition prevention activities,25042.06,Unknown,WFP,WFP FLA data
2023,Albur Charit and Sociality Service,Syrian Arab Republic,Unconditional resource transfers to support access to food,74551.49,NGOs: National,WFP,WFP FLA data
2023,Albur Charit and Sociality Service,Syrian Arab Republic,Malnutrition prevention activities,40879.5,NGOs: National,WFP,WFP FLA data
2023,ALHADE CHARITABLE ASSOCIATION IN HO,Syrian Arab Republic,Malnutrition prevention activities,25542.62,Unknown,WFP,WFP FLA data
2023,AlMawada Alkhayria in Hassakeh,Syrian Arab Republic,Malnutrition prevention activities,33969.17,NGOs: National,WFP,WFP FLA data
2023,ALTAMAYOZ PROJECT FOR ORPHAN,Syrian Arab Republic,Unconditional resource transfers to support access to food,39911.49,NGOs: National,WFP,WFP FLA data
2023,ALTAMAYOZ PROJECT FOR ORPHAN,Syrian Arab Republic,School meal activities,502416.59,NGOs: National,WFP,WFP FLA data
2023,Arabian Woman Association,Syrian Arab Republic,School meal activities,291116.14,Other: International,WFP,WFP FLA data
2023,ATAA INSANI YARDIMLASMA DERNEGI,Syrian Arab Republic,Malnutrition prevention activities,99802.25,NGOs: National,WFP,WFP FLA data
2023,BEYAZ ELLER YARDIMLASMA DERNEGI,Syrian Arab Republic,Malnutrition prevention activities,36333.99,NGOs: National,WFP,WFP FLA data
2023,BINAA FOR DEVELOPMENET ORGANIZATION,Syrian Arab Republic,Nutrition treatment activities,23182.5,NGOs: National,WFP,WFP FLA data
2023,CHARITY ASSOCIATION FOR SOCIAL CARE,Syrian Arab Republic,Unconditional resource transfers to support access to food,175058.36,NGOs: National,WFP,WFP FLA data
2023,CHARITY ASSOCIATION FOR SOCIAL CARE,Syrian Arab Republic,School meal activities,27737.82,NGOs: National,WFP,WFP FLA data
2023,CHARITY ASSOCIATION FOR SOCIAL CARE,Syrian Arab Republic,Malnutrition prevention activities,67464.45,NGOs: National,WFP,WFP FLA data
2023,GREEK ORTHODOXE PATRIARCHATE,Syrian Arab Republic,Unconditional resource transfers to support access to food,257101.19,Other: International,WFP,WFP FLA data
2023,GREEK ORTHODOXE PATRIARCHATE,Syrian Arab Republic,Malnutrition prevention activities,23220.88,Other: International,WFP,WFP FLA data
2023,IN'ASH AL FAQEER CHARITY IN AL TAL,Syrian Arab Republic,Unconditional resource transfers to support access to food,66733.48,NGOs: Local,WFP,WFP FLA data
2023,IN'ASH AL FAQEER CHARITY IN AL TAL,Syrian Arab Republic,Malnutrition prevention activities,20310.58,NGOs: Local,WFP,WFP FLA data
2023,INDEPENDENT DOCTORS ASSOCOATION,Syrian Arab Republic,Nutrition treatment activities,32391.07,NGOs: National,WFP,WFP FLA data
2023,ISLAMIC CHARITY,Syrian Arab Republic,Unconditional resource transfers to support access to food,43646.94,NGOs: National,WFP,WFP FLA data
2023,IYILIK MELTEMI DERNEGI,Syrian Arab Republic,Malnutrition prevention activities,73535.11,NGOs: National,WFP,WFP FLA data
2023,JAMEA RAFE ALMOSTAWA ALSEHE WA ALEG,Syrian Arab Republic,School meal activities,23387.14,Unknown,WFP,WFP FLA data
2023,JAMEA RAFE ALMOSTAWA ALSEHE WA ALEG,Syrian Arab Republic,Malnutrition prevention activities,23413.4,Unknown,WFP,WFP FLA data
2023,JAMEIAT HEFZ AL NEMAA AL KHIRIA,Syrian Arab Republic,Unconditional resource transfers to support access to food,68383.65,Unknown,WFP,WFP FLA data
2023,JAMEYAT AL IHSAN ALEPPO,Syrian Arab Republic,Unconditional resource transfers to support access to food,358573.8,NGOs: Local,WFP,WFP FLA data
2023,JAMEYAT AL IHSAN ALEPPO,Syrian Arab Republic,School meal activities,69864.57,NGOs: Local,WFP,WFP FLA data
2023,JAMEYAT AL IHSAN ALEPPO,Syrian Arab Republic,Malnutrition prevention activities,85494.11,NGOs: Local,WFP,WFP FLA data
2023,Kareem Charity Homs,Syrian Arab Republic,Unconditional resource transfers to support access to food,93091.04,NGOs: National,WFP,WFP FLA data
2023,Kareem Charity Homs,Syrian Arab Republic,School meal activities,29319.01,NGOs: National,WFP,WFP FLA data
2023,Kareem Charity Homs,Syrian Arab Republic,Malnutrition prevention activities,36940,NGOs: National,WFP,WFP FLA data
2023,MAR MANSOUR CHARITY ASSOCIATION,Syrian Arab Republic,Unconditional resource transfers to support access to food,91859.56,NGOs: National,WFP,WFP FLA data
2023,MAR MANSOUR CHARITY ASSOCIATION,Syrian Arab Republic,Malnutrition prevention activities,35522.01,NGOs: National,WFP,WFP FLA data
2023,MASYAF CHARITY,Syrian Arab Republic,Unconditional resource transfers to support access to food,57768.42,NGOs: National,WFP,WFP FLA data
2023,MASYAF CHARITY,Syrian Arab Republic,Malnutrition prevention activities,22225.44,NGOs: National,WFP,WFP FLA data
2023,MERCY USA FOR AID AND DEVELOPMENT I,Syrian Arab Republic,Malnutrition prevention activities,37318.51,NGOs: International,WFP,WFP FLA data
2023,Mobadrah-ahl-alsham in damascus,Syrian Arab Republic,Unconditional resource transfers to support access to food,374094.06,NGOs: Local,WFP,WFP FLA data
2023,Mobadrah-ahl-alsham in damascus,Syrian Arab Republic,School meal activities,110403.91,NGOs: Local,WFP,WFP FLA data
2023,Mobadrah-ahl-alsham in damascus,Syrian Arab Republic,Malnutrition prevention activities,226015.31,NGOs: Local,WFP,WFP FLA data
2023,MOSAIC FOR HUMAN RELIEF AND DEVELOP,Syrian Arab Republic,Unconditional resource transfers to support access to food,246670.22,NGOs: National,WFP,WFP FLA data
2023,MOSAIC FOR HUMAN RELIEF AND DEVELOP,Syrian Arab Republic,Malnutrition prevention activities,23515.9,NGOs: National,WFP,WFP FLA data
