year,recipient_location_iso3,total_usd_defl_m_lnha,destination_org_country,total_usd_defl_m,lnha_funding_perc
2016,MMR,3.83515489732679,Myanmar,214.867402336,0.0178489377896864
2016,PSE,5.31946211485992,Occupied Palestinian Territory,791.142396419,0.00672377329155629
2016,LKA,0.9979028946,Sri Lanka,15.549233279,0.0641769839512098
2016,DJI,1.93914831794426,Djibouti,39.709544787,0.0488333051498262
2016,PAK,6.71936491569373,Pakistan,314.313543924,0.0213779044701887
2016,IRQ,29.4453912745343,Iraq,2261.932431774,0.0130178032114959
2017,ETH,80.1136682720383,Ethiopia,1118.822909771,0.0716053162411878
2017,PHL,1.80746079661,Philippines,37.088961814,0.0487331191871684
2017,IRQ,47.6125755227039,Iraq,1759.030745845,0.0270675061451708
2017,LBN,55.4896722939982,Lebanon,1396.638492834,0.0397308770871701
2017,YEM,323.566195167619,Yemen,2844.566704102,0.113748851345627
2017,SOM,513.530756488977,Somalia,1599.925205741,0.320971727082165
2017,SDN,11.8797457009856,Sudan,668.849238656001,0.0177614700210424
2019,CAF,5.12531816418096,Central African Republic,427.078679595,0.0120008757380287
2019,ETH,35.0686796576294,Ethiopia,1001.790814597,0.0350059904190046
2019,IRQ,31.5092920897162,Iraq,1437.173976514,0.0219244799896426
2023,"",,Region - Latin America and the Caribbean,58.380333,
2023,Global,3.003934,Global,3888.46755644801,0.000772523868694433
2016,BHS,0.4942580107,Bahamas,0.926599091,0.533410852115761
2020,Global,,Global,2485.508894968,
2017,COG,,Congo,18.589380573,
2017,LBY,,Libya,179.677137867,
2017,SLE,,Sierra Leone,14.561331943,
2017,DMA,0.75870017619,Dominica,33.969926377,0.0223344663091084
2017,NGA,10.2151331659189,Nigeria,1154.860329246,0.00884534078037668
2017,PSE,6.08896371908441,Occupied Palestinian Territory,408.760768911,0.0148961548714822
2017,ATG,0.8098669969,Antigua and Barbuda,7.487186352,0.108167068218312
2017,MULTI,,Multi-destination_org_country,1492.053893726,
2020,ALB,8.00019077697,Albania,14.583747939,0.548568914550135
2020,DZA,3.2498655969,Algeria,37.969455132,0.0855915784306599
2020,LBY,0.67457655841511,Libya,297.274988239,0.00226920052174982
2021,YEM,141.807846192481,Yemen,3582.964496858,0.0395783565025098
2022,KNA,,Saint Kitts and Nevis,0.000614168,
2023,MULTI,40.60916,Multi-destination_org_country,838.775395336,0.0484148202555854
2019,MMR,26.211923638563,Myanmar,275.414289746,0.0951727074972649
2019,VEN,0.7178144834,"Venezuela, Bolivarian Republic of",229.694014043,0.00312509007424817
2020,BGD,14.7232613585,Bangladesh,934.042626913,0.0157629437182757
2024,LBN,219.201057699879,Lebanon,1514.254593083,0.144758390498647
2017,AFG,15.2699959999309,Afghanistan,457.589801437,0.0333704902337803
2021,AFG,56.8558242082069,Afghanistan,2158.447088669,0.0263410785034656
2021,MOZ,3.72283326008094,Mozambique,346.469654111,0.0107450485660376
2022,BGD,93.4529214084025,Bangladesh,903.861532034999,0.103392962413167
2016,SDN,16.8180394579851,Sudan,942.683564243,0.0178405990047047
2016,SSD,54.4410985670659,South Sudan,1623.787859461,0.033527223553166
2016,MAR,,Morocco,1.985793456,
2016,BOL,0.4037985166,"Bolivia, Plurinational State of",7.522727254,0.0536771443342295
2016,DZA,1.8967527944,Algeria,31.436773884,0.0603354784876755
2016,DMA,,Dominica,0.180430548,
2016,CAF,4.94102599603342,Central African Republic,318.499638662,0.0155134430192461
2016,TUN,,Tunisia,3.035542519,
2016,EGY,23.2752756,Egypt,108.367072974,0.214781805591301
2016,AGO,,Angola,18.436377897,
2016,UKR,1.02442740092,Ukraine,258.639584697,0.00396082990204354
2016,BDI,5.96607382700961,Burundi,98.4740142250001,0.0605852607305915
2016,TGO,,Togo,0.42600202,
2016,CUB,,Cuba,8.765973729,
2016,COL,1.37944597186501,Colombia,67.840023881,0.0203338072858691
2016,TJK,3.7601290323,Tajikistan,22.271586024,0.168830770662137
2016,TZA,7.49054225,"Tanzania, United Republic of",159.982784305,0.0468209269049826
2016,MLI,1.239141893,Mali,258.323392373,0.0047968628842206
2016,GRC,7.319632726164,Greece,535.311218778,0.0136736023259015
2016,NER,0.5341435954,Niger,231.107144313,0.00231123791948458
2016,AFG,22.3631337019238,Afghanistan,613.127142516,0.036473892853863
2016,PRK,,"Korea, Democratic People's Republic of",51.484943701,
2016,GIN,,Guinea,15.50577656,
2016,MLT,,Malta,0.292760249,
2016,MDG,0.628432441260682,Madagascar,79.265582524,0.00792818801363638
2016,TUR,74.56739277286,Türkiye,776.910399755,0.0959793983918544
2017,TUR,138.67458779331,Türkiye,199.952745678,0.693536802023358
