year,donor_org,donor_org_type,total_usd_defl_m_lnha
2021,Yemen CBPF,Pooled Funds: Country,27.6662838199105
2021,oPt CBPF,Pooled Funds: Country,6.20446717827657
2021,Caritas Germany,NGOs: International,0.665964384182976
2021,JOHANNITER,NGOs: International,0.517757041330318
2021,International Rescue Commitee,NGOs: International,0.202494111513315
2021,CORDAID,NGOs: International,0.689546358741979
2021,United Nations Population Fund,Multilateral: UN,7.34030260520137
2021,Children in Crisis,NGOs: International,0.154202843914948
2021,Afghan Amputee Bicyclists for Rehabilitation And Recreation,NGOs: Local/National,0.239765512872836
2021,Food and Agriculture Organization of the United Nations,Multilateral: UN,1.07198393931814
2021,Care of Afghan Families,NGOs: Local/National,0.0307339511701914
2021,Norwegian Church Aid,NGOs: International,1.00851614286288
2021,Norwegian Refugee Council,NGOs: International,0.809514521176435
2021,Associazione Volontari per il Servizio Internationale,NGOs: International,0.732357501389387
2021,International Rescue Committee,NGOs: International,1.6845870252685
2021,Save the Children,NGOs: International,4.15271555171301
2021,TEARFUND,NGOs: International,0.200828719985158
2021,Catholic Relief Services,NGOs: International,2.135093132316
2021,Christian Aid,NGOs: International,1.28796224822897
2021,ZOA Refugee Care,NGOs: International,0.422197607932122
2021,Cooperazione Internazionale - COOPI,NGOs: International,0.352582654999119
2021,Handicap International,NGOs: International,0.387422666115023
2021,GOAL,NGOs: International,4.99560747813085
2021,United Nations Office for Project Services,Multilateral: UN,0.286077029760272
2021,Care Ethiopia,NGOs: International,0.772539278722083
2021,Caritas Switzerland,NGOs: International,0.0968358537614918
2021,Save the Children Fund,NGOs: International,0.898585438614076
2021,Plan International,NGOs: International,2.0642551240077
2021,Imagine 1 Day International Organization,NGOs: International,0.284136640074525
2021,OHCHR,Multilateral: UN,0.0712140543499966
2021,HelpAge International UK,NGOs: International,0.203468726714276
2021,Agency for Technical Cooperation and Development,NGOs: International,1.18251243468603
2021,World Vision Ethiopia,NGOs: International,0.394782964182057
2021,People in Need,NGOs: International,1.52556057567162
2021,Polish Humanitarian Action,NGOs: International,0.953451248750651
2021,Dary Human Organization,NGOs: Local/National,0.381996460376643
2021,CARE Deutschland e.V.,NGOs: International,0.211523036261261
2021,Terre des Hommes Lausanne,NGOs: International,0.888301193209792
2021,Dorcas Aid International,NGOs: International,0.171262679306307
2021,Solidarités International,NGOs: International,1.04452131764231
2021,Lutheran World federation,NGOs: International,0.298466454172068
2021,Action Contre la faim,NGOs: International,0.348086026659042
2021,Stichting ZOA,NGOs: International,0.266690529478936
2021,World Vision International,NGOs: International,0.793495469015966
2021,STICHTING CORDAID,NGOs: International,1.7977520551257
2021,Triangle Génération Humanitaire,NGOs: International,0.330402284937524
2021,Qatar Red Crescent Society,Other,0.0119483347325878
2021,Stichting War Child,NGOs: International,0.0656949651378717
2021,Jordan River Foundation,NGOs: Local/National,0.018877055283389
2021,CARE International in Lebanon,NGOs: International,0.469908989659353
2021,Fondazione We World - GVC Onlus,NGOs: International,0.320087966855433
2021,ANERA,NGOs: International,0.0292994966468557
2021,Mennonite Central Committee Lebanon ,NGOs: International,0.0520188146717718
2021,Polish Center for International Aid,NGOs: International,0.033129978549106
2021,Tabitha for relief and development,NGOs: Local/National,0.0581310152222686
2021,Arci Culture Solidali,NGOs: International,0.026374633700338
2021,Restart Center,NGOs: Local/National,0.136920210267838
2021,Mercy-USA for Aid and Development,NGOs: International,0.195329977645705
2021,Terre des hommes foundation,NGOs: International,0.116116550304937
2021,War Child Holland,NGOs: International,0.174947904884556
2021,Fondazione Terres des Hommes Italia,NGOs: International,0.25363724765249
2021,Adventist Development and Relief Agency,NGOs: International,0.131155941240022
2021,KAFA enough Violence & Exploitation,NGOs: Local/National,0.0548144749768259
2021,Metta Development Foundation,NGOs: Local/National,0.232892339284427
2021,Action Aid Myanmar,NGOs: International,0.494853268731199
2021,MA-UK (Myanmar),NGOs: International,0.0476996110613901
2021,Mercy Corps,NGOs: International,0.102002006120258
2021,HELVETAS Swiss Intercooperation,NGOs: International,0.0457082829799102
2021,The Border Consortium,NGOs: International,0.685522764671205
2021,Community Partners International,NGOs: International,0.535224129551631
2021,DanChurchAid,NGOs: International,0.131208843108968
2021,Federation of Handicap International,NGOs: International,0.0810049694794875
2021,Karuna Mission Social Solidarity,NGOs: Local/National,0.549973547030841
2021,AVSI Foundation Myanmar,NGOs: International,0.356777284881569
2021,Swe Tha Har,NGOs: Local/National,0.14875045175144
2021,Finn Church Aid (Myanmar),NGOs: International,0.289856145982463
2021,Relief International,NGOs: International,0.343821281453366
2021,Première Urgence Internationale,NGOs: International,0.698189120193494
2021,Plan Niger,NGOs: International,0.209437990484256
2021,Initiative de Coopération et d'Appui aux Actions Humanitaires et de développement,NGOs: International,0.0844916909679541
2021,Conseil Norvégien pour les Réfugiés,NGOs: International,0.0246754561901108
2021,Alliance for International Medical Action,NGOs: International,0.154135597500769
2021,INTERSOS,NGOs: International,0.0723174652549681
2021,LAKARMISSIONEN (LM International),NGOs: International,0.111700454886894
2021,Développement - Equité - Durabilité et Innovation,NGOs: International,0.0647234019678112
2021,Agence d'Aide à la Coopération et au Développement,NGOs: International,0.0636307342116102
2021,COOPI Cooperazione Internazionale,NGOs: International,0.173237302605323
2021,Street Child,NGOs: International,0.512007849335152
2021,Family Health International Nigeria,NGOs: International,0.306373604962456
2021,Concern Worldwide,NGOs: International,0.0753779401078409
2021,Children Aid South Sudan,NGOs: Local/National,0.210928907579255
2021,Danish Refugee Council,NGOs: International,0.179645082175119
2021,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs: International,1.50502655633142
2021,Catholic Agency For Overseas Development,NGOs: International,0.507583238750896
2021,Médicos del Mundo (Doctors of the world),NGOs: International,0.50867181678569
2021,World Relief,NGOs: International,0.352916119895331
2021,CARE International,NGOs: International,0.050867181678569
2021,International NGO,NGOs: International,5.28633049075314
2021,World Health Organization,Multilateral: UN,1.74048424580308
2021,United Nations Development Programme,Multilateral: UN,2.03454076965952
2021,Associazione Volontari per il Servizio Internazionale,NGOs: International,0.0805725780883471
2021,UN Agency,Multilateral: UN,21.3958652143395
2021,National NGO,NGOs: Local/National,4.45213665765422
2021,Triangle Generation Humanitaire,NGOs: International,0.289375349381237
2021,Medicos del Mundo,NGOs: International,0.0254335908392845
2021,Ukrainian Deminers Association,NGOs: Local/National,0.559501356749817
2021,ICF Caritas Ukraine,NGOs: Local/National,0.0405680118431821
2021,Charity Foundation “NEW WAY”,NGOs: Local/National,0.0366438427657162
2021,ASOCIACION CIVIL DE PLANIFICACION FAMILIAR,NGOs: Local/National,0.0716021709462041
2021,CESVI ONLUS,NGOs: International,0.31424625763023
2021,Convite A.C.,NGOs: Local/National,0.0358104959017126
2021,UN TECHO PARA MI PAÍS A.C.,NGOs: International,0.091794804149346
2021,Asociación Civil Tinta Violeta,NGOs: Local/National,0.0685672822857156
2021,HEKS Venezuela A.C.,NGOs: International,0.032552961587017
2021,Asociacion Civil Red de Casas Don Bosco,NGOs: Local/National,0.310849347237735
2021,International Medical Corps (UK),NGOs: International,0.0878221891680493
2021,Fundación Primeros Auxilios Luz Paul René Moreno Camacho,NGOs: Local/National,0.0315376526407128
2021,Alianza Internacional Cielos Abiertos,NGOs: Local/National,0.165114871728635
2021,ACTED Venezuela,NGOs: International,0.0813874906857104
2021,Comitato Internazionale per lo Sviluppo dei Popoli,NGOs: International,0.0339357859209489
2021,National Foundation for Development and Humanitarian Response,NGOs: Local/National,0.0345896835414269
2021,United Nations Human Settlements Programme (UN-HABITAT),Multilateral: UN,0.242496063185341
2021,Médecins Du Monde,NGOs: International,0.036152730300046
2021,Women's Affairs Center,NGOs: Local/National,0.426745551085076
2021,Al Awda Health and Community Association,NGOs: Local/National,0.0720197905077851
2021,Fundacion Accion Contra El Hambre (Action Against Hunger ),NGOs: International,0.0205007662428779
2021,Applied Research Institute - Jerusalem,NGOs: Local/National,0.039293880503061
2021,ASSOCIAZIONE VENTO DI TERRA ONLUS,NGOs: International,0.0308662058425557
2021,OXFAM Novib,NGOs: International,0.345465339285526
2021,Palestinian Al Nakheel Association for Progress and Development,NGOs: Local/National,0.00836256466795674
2021,Palestinian Center for Human Rights,NGOs: Local/National,0.127165095460812
2021,Global Communities,NGOs: International,4.91477570083535
2021,CESVI,NGOs: International,0.0305203090071414
2021,"United States of America, Government of",Governments,21.68775429949
2021,Private (individuals & organizations),Private Organisations: Foundations and Other,0.41628785870258
2021,Oxfam,NGOs: International,0.03922652294
2021,Jersey Overseas Aid,Governments,0.1709249212
2021,Qatar Fund for Development,Governments,3.97121308128
2021,"United Kingdom, Government of",Governments,22.48974715294
2021,"United Arab Emirates, Government of",Governments,88.0225458384
2021,"Saudi Arabia (Kingdom of), Government of",Governments,219.64272439889
2021,"Japan, Government of",Governments,9.97335818272
2021,"Sweden, Government of",Governments,3.108733979
2021,"France, Government of",Governments,7.300317830646
2021,Rahma International Society,NGOs: International,9.584076960248
2021,"Spain, Government of",Governments,4.3782469443
2021,"Poland, Government of",Governments,0.2573170854
2021,Diakonia,NGOs: International,0.2965650898
2021,Al-Imdaad Foundation,NGOs: International,0.06300214466
2021,Helping Hand for Relief and Development,NGOs: International,0.36214660565
2021,"Kuwait, Government of",Governments,7.58938859337
2021,Kuwait Red Crescent Society,RCRC,2.4397090624343
2021,Terre des Hommes,NGOs: International,0.1864096448
2021,"Estonia, Government of",Governments,0.5243042376
2021,Scalabrini International Migration Network,NGOs: International,0.02214139202
2021,Sheikh Abdullah Al-Nouri Charity Society,Private Organisations: Foundations and Other,21.7189976022
2021,"Switzerland, Government of",Governments,6.59516166436142
2021,"Germany, Government of",Governments,6.87110179546186
2021,UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,Pooled Funds: Other UN,0.6325948376
2021,Campaña Colombiana Contra Minas,NGOs: Local/National,0.6325927225
2021,"Canada, Government of",Governments,2.78796663544
2021,"Norway, Government of",Governments,2.182456203235
2021,"New Zealand, Government of",Governments,3.8971430929991
2021,EC/ECHO,Multilateral: EC,10.0176020842
2021,"Malta, Government of",Governments,0.143601108071
2021,"Luxembourg, Government of",Governments,0.3108745511
2021,"Australia, Government of",Governments,6.662220276
2021,"Denmark, Government of",Governments,1.5629205242
2021,Education Above All Foundation,Governments,0.01860212834
2021,Impact Foundation,Private Organisations: Foundations and Other,0.05061333543
2021,Fondation de France,NGOs: International,0.02246334826
2021,Forum Ziviler Friedensdienst,NGOs: Local/National,0.01168738548
2021,Agence Française de Développement,Governments,0.1632359833
2021,Dutch Relief Alliance,NGOs: International,0.2245378462
2021,Women Initiative for Society Empowerment,NGOs: Local/National,0.1260377607
2021,Canadian Food Grains Bank,NGOs: International,0.7126834529
2021,International Fund for Agricultural Development,Multilateral: UN,0.0254335908392845
2021,"Monaco, Government of",Governments,0.02406659592
2021,World Bank,Multilateral: Other,15.6631700972918
2021,"Portugal, Government of",Governments,0.1240017472
2021,United Nations,Multilateral: UN,0.20652075761499
2021,Islamic Relief,NGOs: International,0.2698123908
2021,Muslim Aid,NGOs: International,0.36381220596
2021,Arab Fund for Economic and Social Development,Multilateral: Other,1.01734363357138
2021,Taiwan International Cooperation and Development Fund,Private Organisations: Foundations and Other,0.1271679542
2021,Salesians of Don Bosco – Kenya,NGOs: Local/National,0.1350291412
2021,National NGOs (Confidential),NGOs: Local/National,0.9454276121
2021,Norwegian People's Aid,NGOs: International,0.05338106504
2021,Corus International,NGOs: International,0.1356340611
2021,Education Cannot Wait Fund,Pooled Funds: Other UN,1.295600325
2021,Caritas,NGOs: International,0.5072696001
2021,Tearfund,NGOs: International,0.1239388687
2021,ZOA,NGOs: International,0.06677489554618
2021,Action Against Hunger,NGOs: International,0.1702185064
2021,Nile Hope,NGOs: Local/National,0.3450874126
2021,Stromme Foundation,Private Organisations: Foundations and Other,0.14965293484
2021,"Belarus, Government of",Governments,0.4522608716
2021,War Child,NGOs: International,0.4622461868
2021,CARE,NGOs: International,23.9224773231
2021,Violet Organization,NGOs: Local/National,2.48021968624
2021,Qatar Red Crescent Society,RCRC,0.6565762863
2021,Norwegian Aid Committee,NGOs: International,0.3936141827
2021,HALO Trust,NGOs: International,0.07820060757
2021,Americares,NGOs: International,0.3688023414
2021,Swasia Charity Foundation,Private Organisations: Foundations and Other,0.2774610529
2021,Silatech Organization,NGOs: International,2.163805469
2021,"",Multilateral: UN,15.6601775834048
2021,"",RCRC,85.1277411960812
2021,"",Governments,32.3994540056094
2021,"",Pooled Funds: Other,5.96434846465144
2022,Afghanistan CBPF,Pooled Funds: Country,64.1051795628157
2022,Burkina Faso CBPF,Pooled Funds: Country,6.18714061586248
2022,CAR CBPF,Pooled Funds: Country,2.13520289052373
2022,DRC CBPF,Pooled Funds: Country,19.3314199927151
2022,Ethiopia CBPF,Pooled Funds: Country,13.3631856406511
2022,Iraq CBPF,Pooled Funds: Country,0.262030840601359
2022,Lebanon CBPF,Pooled Funds: Country,6.28234373654214
2022,Myanmar CBPF,Pooled Funds: Country,7.90607307090289
2022,Niger CBPF,Pooled Funds: Country,2.36855287487711
2022,Nigeria CBPF,Pooled Funds: Country,9.42174896414634
2022,Somalia CBPF,Pooled Funds: Country,45.093322298146
2022,South Sudan CBPF,Pooled Funds: Country,6.13144518619542
2022,Sudan CBPF,Pooled Funds: Country,8.15998050759528
2022,Syria CBPF,Pooled Funds: Country,6.84710467925665
2022,Syria Cross border CBPF,Pooled Funds: Country,62.0439541967058
2022,Ukraine CBPF,Pooled Funds: Country,46.9414769642734
2022,Venezuela CBPF,Pooled Funds: Country,6.51592102607958
2022,Yemen CBPF,Pooled Funds: Country,34.8661574505112
2022,oPt CBPF,Pooled Funds: Country,6.24487868990213
2022,Children in Crisis,NGOs: International,0.714278452665446
2022,Caritas Germany,NGOs: International,0.668624990402309
2022,JOHANNITER,NGOs: International,0.260407392348598
2022,Care of Afghan Families,NGOs: Local/National,0.129044531965651
2022,World Health Organization,Multilateral: UN,3.60334810432738
2022,CORDAID,NGOs: International,0.619238830734923
2022,Food and Agriculture Organization of the United Nations,Multilateral: UN,1.33183683067988
2022,United Nations Population Fund,Multilateral: UN,6.75903911743208
2022,Afghan Amputee Bicyclists for Rehabilitation And Recreation,NGOs: Local/National,0.260528549113987
2022,Afghanistan Rehabilitation and Education Program,NGOs: Local/National,0.229831113967076
2022,Norwegian Church Aid,NGOs: International,0.733615282035237
2022,Panafricare,NGOs: International,0.0995665459507889
2022,Children Believe Fund,NGOs: International,0.271747330206916
2022,Plan International Burkina Faso,NGOs: International,0.291558358352659
2022,Fondation Terre des hommes,NGOs: International,0.198145810993308
2022,Save the Children International,NGOs: International,0.401822732266585
2022,Première Urgence Internationale,NGOs: International,1.30882019994346
2022,Medicos del Mundo Espagne,NGOs: International,0.109256991044062
2022,All for Peace And Dignity,NGOs: International,0.179328551302354
2022,Fundación Educación y Cooperación,NGOs: International,0.185414918007369
2022,International Rescue Committee INC,NGOs: International,0.563499141118014
2022,Solidarités International,NGOs: International,1.58517321654883
2022,Agence d'Aide à la coopération technique et au développement,NGOs: International,0.125114273572857
2022,Norwegian Church Aid/Aide de l'Eglise Norvégienne,NGOs: International,0.39740781537017
2022,FONDATION OXFAM INTERMON,NGOs: International,0.197231035491868
2022,Association Tin Tua,NGOs: Local/National,0.0854861594430998
2022,End Child Prostitution and Trafficking of Children for Sexual Purposes,NGOs: International,0.0694918733470774
2022,Enfants du Monde,NGOs: International,0.21067861895625
2022,Christian Aid,NGOs: International,2.64043458850838
2022,COOPERATIVE FOR ASSISTANCE AND RELIEF EVERYWHERE INC,NGOs: International,0.0804067983031429
2022,Action Contre la Faim,NGOs: International,0.143853032902845
2022,COMITE INTERNATIONAL POUR L'AIDE D'URGENCE ET LE DEVELOPPEMENT,NGOs: International,0.0714363765474292
2022,Médecins du Monde France,NGOs: International,0.0464487369480573
2022,Association Internationale des Volontaires Laïcs,NGOs: International,0.0150285849265011
2022,HUMANITE ET INCLUSION,NGOs: International,0.00927506394425598
2022,African Initiatives for Relief and Development,NGOs: International,0.0712267627664802
2022,Norwegian Refugee Council,NGOs: International,0.852693632459466
2022,HELP-HILFE ZUR SELBSTHILFE E.V,NGOs: International,0.0910586579641174
2022,Concern Worldwide,NGOs: International,0.0853250293296843
2022,Agency for Technical Cooperation and Development,NGOs: International,3.86194400390033
2022,War Child UK,NGOs: International,0.0288799159750582
2022,INTERSOS,NGOs: International,0.724112284065578
2022,OXFAM Intermón,NGOs: International,0.0690144360382098
2022,Cooperative de Production Agricole et Artisanale pour le Developpement du Monde Rural,NGOs: International,0.118190709426732
2022,IEDA Relief,NGOs: International,0.0118955820688574
2022,International Medical Corps UK,NGOs: International,0.178171713806675
2022,Associazione Volontari per il Servizio Internationale,NGOs: International,0.397154916343455
2022,OXFAM GB,NGOs: International,0.10186391298999
2022,International Rescue Committee,NGOs: International,1.66311314248087
2022,Cooperazione Internazionale - COOPI,NGOs: International,0.874085274281834
2022,Afro Ethiopia Integrated Development Association,NGOs: Local/National,0.157210335711772
2022,Catholic Relief Services,NGOs: International,1.84472189460171
2022,Care Ethiopia,NGOs: International,1.44061899410665
2022,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs: International,2.67427636278211
2022,Development Expertise Center,NGOs: Local/National,0.189350416744687
2022,Imagine 1 Day International Organization,NGOs: International,0.048975211849836
2022,Save the Children Fund,NGOs: International,2.24560251772981
2022,Action Against Hunger,NGOs: International,0.395060098949029
2022,UN Women,Multilateral: UN,0.195892672461887
2022,GOAL,NGOs: International,4.92702375872
2022,International Committee for the Development of Peoples,NGOs: International,0.220094469996481
2022,World Vision Ethiopia,NGOs: International,0.581823829385114
2022,Lutheran World federation,NGOs: International,0.537958047772112
2022,Action for Social Development and Environmental Protection Organization,NGOs: Local/National,0.360058622266891
2022,Plan International,NGOs: International,1.36958060350983
2022,International Medical Corps,NGOs: International,0.419227561898059
2022,Action Contre la faim,NGOs: International,0.686377328240529
2022,People in Need,NGOs: International,2.40644365758692
2022,Dorcas Aid International,NGOs: International,0.185530205586891
2022,STICHTING CORDAID,NGOs: International,0.283554549586414
2022,Terre des Hommes Lausanne,NGOs: International,0.883761842942808
2022,Qatar Red Crescent Society,Other,0.0162731038667517
2022,Terre des hommes foundation,NGOs: International,0.188634061648293
2022,Welfare Association - Lebanon Branch,NGOs: Local/National,0.00340412780261224
2022,World Vision International,NGOs: International,0.490724820768164
2022,Trócaire,NGOs: International,0.597905807406397
2022,War Child Holland,NGOs: International,0.510632617115883
2022,ANERA,NGOs: International,0.031468268864973
2022,CARE International in Lebanon,NGOs: International,0.110624532312352
2022,Fondazione We World - GVC Onlus,NGOs: International,0.830087645600615
2022,Tabitha for relief and development,NGOs: Local/National,0.0834053234396188
2022,AVSI Foundation Myanmar,NGOs: International,0.585666647389186
2022,CARE Myanmar,NGOs: International,0.599138755665939
2022,HELVETAS Swiss Intercooperation,NGOs: International,0.78809017257859
2022,Mercy Corps,NGOs: International,0.224767536744824
2022,Federation of Handicap International,NGOs: International,0.13932279698484
2022,Swe Tha Har,NGOs: Local/National,0.239866143154852
2022,World Concern Myanmar,NGOs: International,0.310745544444233
2022,Nyein (Shalom) Foundation,NGOs: Local/National,0.832752423675064
2022,Karuna Mission Social Solidarity,NGOs: Local/National,0.532552034996614
2022,Danish Refugee Council,NGOs: International,0.0853620680847779
2022,HelpAge International UK,NGOs: International,0.267340368153487
2022,Kachin Baptist Convention,NGOs: Local/National,0.0897084727168904
2022,Community Partners International,NGOs: International,0.33988072808173
2022,Centre for Social Integrity,NGOs: Local/National,0.0670558887145345
2022,RAIN MAKER,NGOs: Local/National,0.0390839567544132
2022,Action Aid Myanmar,NGOs: International,0.43758448876467
2022,Consortium of Dutch NGO's (The Netherlands),NGOs: International,0.0559127467544608
2022,Plan Niger,NGOs: International,0.131468243711319
2022,Help,NGOs: International,0.0952453578565247
2022,Conseil Norvégien pour les Réfugiés,NGOs: International,0.0520858489170524
2022,Fondation Action Contre la Faim/Espagne,NGOs: International,0.032554068250289
2022,Welt Hunger Hilfe,NGOs: International,0.0967346637701676
2022,World Vision,NGOs: International,0.274010222168975
2022,Cooperazione Internazionale  (COOPI),NGOs: International,0.0342173536021196
2022,Alliance for International Medical Action,NGOs: International,0.104750022255743
2022,Handicap International,NGOs: International,0.322679506796381
2022,LAKARMISSIONEN (LM International),NGOs: International,0.0714405688230482
2022,Agence d'Aide à la Coopération et au Développement,NGOs: International,0.0949448031367109
2022,Salient Humanitarian Organization,NGOs: Local/National,0.020961378094903
2022,Family Health International Nigeria,NGOs: International,0.497165371878848
2022,Mines Advisory Group,NGOs: International,0.0615164043640164
2022,CARE International,NGOs: International,0.516244680238055
2022,Street Child,NGOs: International,2.422552235597
2022,Goalprime Organization Nigeria,NGOs: Local/National,0.0314420671423544
2022,"CLEAR Global, Inc",NGOs: International,0.0233530713355314
2022,Children Aid South Sudan,NGOs: Local/National,0.104806890474515
2022,MEDICAIR,NGOs: Local/National,0.116964489769558
2022,For AFRIKA TO THRIVE,NGOs: International,0.209613780949029
2022,Universal Network for Knowledge and Empowerment Agency,NGOs: Local/National,0.171673686597255
2022,International NGO,NGOs: International,6.94051524576576
2022,UN Agency,Multilateral: UN,22.5267497473682
2022,Adventist Development and Relief Agency,NGOs: International,0.0078605167855886
2022,Fondazione Terres des Hommes Italia,NGOs: International,0.0238637743514356
2022,National NGO,NGOs: Local/National,1.47096143783483
2022,Medicos del Mundo,NGOs: International,0.0691725477131796
2022,Estonian Refugee Council,NGOs: International,1.96102705470397
2022,Foundazione di Religione “Opera San Francesco Saverio” - Collegio Universitario Aspiranti Medici Missionari - C.U.A.M.M.,NGOs: International,0.114133655657842
2022,Triangle Generation Humanitaire,NGOs: International,0.306036120185583
2022,Ukrainian Deminers Association,NGOs: Local/National,0.131539984027849
2022,ICF Caritas Ukraine,NGOs: Local/National,1.54118795508069
2022,AVSI Foundation,NGOs: International,1.20435641578629
2022,Internationale Gesellschaft für Menschenrechte,NGOs: International,0.920821559414596
2022,Cooperative Housing Foundation,NGOs: International,0.0403506528326882
2022,Polish Humanitarian Action,NGOs: International,0.45582403191395
2022,FONDAZIONE TERRE DES HOMMES ITALIA - ONLUS,NGOs: International,0.0314420671423544
2022,CHARITABLE ORGANIZATION 'ALL-UKRAINIAN NETWORK OF PEOPLE LIVING WITH HIV/AIDS',NGOs: Local/National,0.766432750962667
2022,Charity Foundation 'East-SOS',NGOs: Local/National,0.0841808944291302
2022,Hungarian Interchurch Aid,NGOs: International,0.0820009111072603
2022,Nonviolent Peaceforce International,NGOs: International,0.218137893042346
2022,Terre des hommes - Aide a l’enfance dans le monde - Fondation,NGOs: International,0.99532986784459
2022,Non-Governmental Organization Resource Center,NGOs: Local/National,0.0882474017795414
2022,Bureau of gender strategy and budgeting,NGOs: Local/National,0.0573817725347968
2022,ChildFund Deutschland e. V.,NGOs: International,0.571226899015438
2022,Podolian Agency for Regional Development,NGOs: Local/National,0.0094902639324673
2022,Deutsche Welthungerhilfe e.V.,NGOs: International,0.0858412347073384
2022,"SUPERATEC, A.C.",NGOs: Local/National,0.0509780715268039
2022,Asociación Civil Tinta Violeta,NGOs: Local/National,0.327956481328328
2022,Comitato Internazionale per lo Sviluppo dei Popoli,NGOs: International,0.0355926715416823
2022,COOPI Cooperazione Internazionale,NGOs: International,0.183584989699684
2022,HEKS Venezuela A.C.,NGOs: International,0.056805334637187
2022,Asociación Civil DRC Venezuela,NGOs: International,0.104806890474515
2022,INTERSOS Venezuela Asociacion Civil,NGOs: International,0.0737215859873355
2022,Fundación Primeros Auxilios Luz Paul René Moreno Camacho,NGOs: Local/National,0.0576437897609831
2022,Grupo Social CESAP,NGOs: Local/National,0.144582153478498
2022,Asociación Venezolana para una Educación Sexual Alternativa,NGOs: Local/National,0.149271213758328
2022,Fundacion Centro de Estudios sobre Derechos Sexuales y Reproductivos,NGOs: Local/National,0.0802292763920572
2022,"Fundacion Para la Asistencia, Formacion e Investigacion en Discapacidad",NGOs: Local/National,0.0256209666771313
2022,Alianza Internacional Cielos Abiertos,NGOs: Local/National,0.14463350885483
2022,Fundación Vivienda Popular,NGOs: Local/National,0.0419227561898058
2022,Fundación Tierra Viva,NGOs: Local/National,0.145484750419264
2022,CESVI ONLUS,NGOs: International,0.198880507295534
2022,Yemen Family Care Association,NGOs: Local/National,0.0619565933040094
2022,United Nations Human Settlements Programme (UN-HABITAT),Multilateral: UN,0.54034083242705
2022,Palestine Save the Children Foundation,NGOs: Local/National,0.00838455123796118
2022,OXFAM Novib,NGOs: International,0.148083259096866
2022,Save the Children,NGOs: International,2.32049559918758
2022,Al Awda Health and Community Association,NGOs: Local/National,0.140446536464508
2022,Women's Affairs Center,NGOs: Local/National,0.152603087690647
2022,Oxfam,NGOs: International,0.04874647005
2022,Qatar Fund for Development,Governments,30.573228502051
2022,"United Kingdom, Government of",Governments,28.2238620969
2022,"Saudi Arabia (Kingdom of), Government of",Governments,171.240670643558
2022,"France, Government of",Governments,13.9314805679
2022,Kuwait Red Crescent Society,RCRC,3.297953182176
2022,"Spain, Government of",Governments,3.56273089449183
2022,UN Trust Fund to End Violence against Women,Multilateral: UN,5.90835848995658
2022,"Poland, Government of",Governments,284.35164544894
2022,Helping Hand for Relief and Development,NGOs: International,0.04139791905
2022,Private (individuals & organizations),Private Organisations: Foundations and Other,0.62024298553
2022,"Switzerland, Government of",Governments,12.7391864773314
2022,"Kuwait, Government of",Governments,0.4192275619
2022,"Lithuania, Government of",Governments,12.97084523798
2022,Sheikh Abdullah Al-Nouri Charity Society,Private Organisations: Foundations and Other,27.236548122302
2022,EC/ECHO,Multilateral: EC,1.30855333914
2022,"Germany, Government of",Governments,4.18258831607349
2022,"United Arab Emirates, Government of",Governments,262.35416880777
2022,GAVI Alliance,Private Organisations: Foundations and Other,17.8081285612
2022,"Luxembourg, Government of",Governments,0.5709086134
2022,Al Najat Charitable Society,Private Organisations: Foundations and Other,3.961804218446
2022,"United States of America, Government of",Governments,42.15582315541
2022,World Bank,Multilateral: Other,17.1322656878989
2022,Colombia Post-Conflict UN MPTF,Multilateral: UN,1.1004723499824
2022,"Norway, Government of",Governments,0.5749891732
2022,"Finland, Government of",Governments,2.861938368
2022,"Malta, Government of",Governments,0.01236826116
2022,"Canada, Government of",Governments,0.95629765634
2022,Education Above All Foundation,Governments,5.16116815879
2022,"New Zealand, Government of",Governments,1.1917693602715
2022,Impact Foundation,Private Organisations: Foundations and Other,0.04724501252
2022,"Japan, Government of",Governments,5.92424884386
2022,Agence Française de Développement,Governments,0.04445951322
2022,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Private Organisations: Foundations and Other,1.0347318222
2022,"Australia, Government of",Governments,1.118083671
2022,Women Initiative for Society Empowerment,NGOs: Local/National,0.1028238123
2022,"Monaco, Government of",Governments,0.01177082892
2022,UNICEF National Committee/Sweden,Multilateral: UN,0.154658287928718
2022,"Portugal, Government of",Governments,0.4294309056
2022,Arab Fund for Economic and Social Development,Multilateral: Other,0.340748162310742
2022,Muslim Aid,NGOs: International,0.50234017351
2022,United Palestinian Appeal,NGOs: Local/National,0.04820500301
2022,Heinrich Böll Foundation,Private Organisations: Foundations and Other,0.02182760936
2022,Zakat Fund,Private Organisations: Foundations and Other,0.05404786535
2022,Dar Al-Ber Society U.A.E.,Private Organisations: Foundations and Other,3.0976944647
2022,Khalifa Bin Zayed Al Nahyan Foundation,Private Organisations: Foundations and Other,3.2569401497
2022,Red Crescent Society of the United Arab Emirates,RCRC,7.133602395
2022,"Indonesia, Government of",Governments,1.006755563
2022,Ghaith Al-Kuwait Humanitarian Society,NGOs: International,0.071055927536
2022,Disasters Emergency Committee,NGOs: International,4.6772732838
2022,Swiss Solidarity,NGOs: International,0.071673161301
2022,"Denmark, Government of",Governments,0.45997086859
